,Location,WHO region,Period,FactValueNumeric,Comments,ParentLocation,IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocationr,Location type,SpatialDimValueCode,Period type,Periodr,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumericr,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,Language,DateModified
41,Philippines,,2000,160.0,,Western Pacific,MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,PHL,Year,2000,False,,,,,,,,,,,,,58,,,,,,58,,EN,2025-04-06T22:00:00.000Z
42,Mongolia,,2000,155.0,,Western Pacific,MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,MNG,Year,2000,False,,,,,,,,,,,,,97,,,,,,97,,EN,2025-04-06T22:00:00.000Z
44,Samoa,,2000,88.0,,Western Pacific,MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,WSM,Year,2000,False,,,,,,,,,,,,,80,,,,,,80,,EN,2025-04-06T22:00:00.000Z
46,Tonga,,2000,77.0,,Western Pacific,MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,TON,Year,2000,False,,,,,,,,,,,,,95,,,,,,95,,EN,2025-04-06T22:00:00.000Z
59,Viet Nam,,2000,68.0,,Western Pacific,MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,VNM,Year,2000,False,,,,,,,,,,,,,59,,,,,,59,,EN,2025-04-06T22:00:00.000Z
69,China,,2000,59.0,,Western Pacific,MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,CHN,Year,2000,False,,,,,,,,,,,,,97,,,,,,97,,EN,2025-04-06T22:00:00.000Z
74,Sri Lanka,,2000,56.0,,South-East Asia,MDG_0000000025,Births attended by skilled health personnel (%),text,SEAR,South-East Asia,Country,LKA,Year,2000,False,,,,,,,,,,,,,96,,,,,,96,,EN,2025-04-06T22:00:00.000Z
75,Fiji,,2000,51.0,,Western Pacific,MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,FJI,Year,2000,False,,,,,,,,,,,,,97,,,,,,97,,EN,2025-04-06T22:00:00.000Z
83,Thailand,,2000,43.0,,South-East Asia,MDG_0000000025,Births attended by skilled health personnel (%),text,SEAR,South-East Asia,Country,THA,Year,2000,False,,,,,,,,,,,,,99,,,,,,99,,EN,2025-04-06T22:00:00.000Z
86,Malaysia,,2000,38.0,,Western Pacific,MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,MYS,Year,2000,False,,,,,,,,,,,,,97,,,,,,97,,EN,2025-04-06T22:00:00.000Z
92,Brunei Darussalam,,2000,28.0,,Western Pacific,MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,BRN,Year,2000,False,,,,,,,,,,,,,99,,,,,,99,,EN,2025-04-06T22:00:00.000Z
107,Republic of Korea,,2000,17.0,,Western Pacific,MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,KOR,Year,2000,False,,,,,,,,,,,,,100,,,,,,100,,EN,2025-04-06T22:00:00.000Z
109,Singapore,,2000,13.0,,Western Pacific,MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,SGP,Year,2000,False,,,,,,,,,,,,,100,,,,,,100,,EN,2025-04-06T22:00:00.000Z
111,New Zealand,,2000,12.0,,Western Pacific,MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,NZL,Year,2000,False,,,,,,,,,,,,,97,,,,,,97,,EN,2025-04-06T22:00:00.000Z
116,Japan,,2000,9.0,,Western Pacific,MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,JPN,Year,2000,False,,,,,,,,,,,,,100,,,,,,100,,EN,2025-04-06T22:00:00.000Z
124,Australia,,2000,7.0,,Western Pacific,MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,AUS,Year,2000,False,,,,,,,,,,,,,99,,,,,,99,,EN,2025-04-06T22:00:00.000Z
