,Location,WHO region,World Bank income group,Period,Sex,FactValueNumeric,Comments,ParentLocation,IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocationr,Location type,SpatialDimValueCode,Period type,Periodr,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumericr,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
77,Iraq,,,2019,Both sexes,610.7923,,Eastern Mediterranean,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,EMR,Eastern Mediterranean,Country,IRQ,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,87.0,,,65.53,,106.9,87 [66-107],,,EN,2024-10-02T22:00:00.000Z
83,Jordan,,,2019,Both sexes,441.2214,,Eastern Mediterranean,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,EMR,Eastern Mediterranean,Country,JOR,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,37.93,,,28.96,,46.43,38 [29-46],,,EN,2024-10-02T22:00:00.000Z
87,Kuwait,,,2019,Both sexes,324.4085,,Eastern Mediterranean,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,EMR,Eastern Mediterranean,Country,KWT,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,45.26,,,36.91,,53.64,45 [37-54],,,EN,2024-10-02T22:00:00.000Z
91,Lebanon,,,2019,Both sexes,526.887,,Eastern Mediterranean,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,EMR,Eastern Mediterranean,Country,LBN,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,58.6,,,41.52,,74.96,59 [42-75],,,EN,2024-10-02T22:00:00.000Z
94,Libya,,,2019,Both sexes,478.9978,,Eastern Mediterranean,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,EMR,Eastern Mediterranean,Country,LBY,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,53.99,,,35.46,,71.09,54 [35-71],,,EN,2024-10-02T22:00:00.000Z
100,Maldives,,,2019,Both sexes,401.9516,,South-East Asia,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,SEAR,South-East Asia,Country,MDV,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,29.4,,,19.67,,39.3,29 [20-39],,,EN,2024-10-02T22:00:00.000Z
109,Morocco,,,2019,Both sexes,643.9508,,Eastern Mediterranean,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,EMR,Eastern Mediterranean,Country,MAR,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,59.27,,,40.9,,76.96,59 [41-77],,,EN,2024-10-02T22:00:00.000Z
111,Myanmar,,,2019,Both sexes,673.7039,,South-East Asia,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,SEAR,South-East Asia,Country,MMR,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,71.51,,,53.2,,91.95,72 [53-92],,,EN,2024-10-02T22:00:00.000Z
113,Nepal,,,2019,Both sexes,602.6794,,South-East Asia,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,SEAR,South-East Asia,Country,NPL,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,76.04,,,54.95,,102.6,76 [55-103],,,EN,2024-10-02T22:00:00.000Z
120,Oman,,,2019,Both sexes,683.6013,,Eastern Mediterranean,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,EMR,Eastern Mediterranean,Country,OMN,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,104.1,,,72.45,,131.7,104 [72-132],,,EN,2024-10-02T22:00:00.000Z
121,Pakistan,,,2019,Both sexes,753.4131,,Eastern Mediterranean,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,EMR,Eastern Mediterranean,Country,PAK,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,106.7,,,82.3,,131.6,107 [82-132],,,EN,2024-10-02T22:00:00.000Z
129,Qatar,,,2019,Both sexes,650.1274,,Eastern Mediterranean,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,EMR,Eastern Mediterranean,Country,QAT,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,90.81,,,70.2,,109.5,91 [70-109],,,EN,2024-10-02T22:00:00.000Z
139,Saudi Arabia,,,2019,Both sexes,558.053,,Eastern Mediterranean,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,EMR,Eastern Mediterranean,Country,SAU,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,91.17,,,70.41,,112.3,91 [70-112],,,EN,2024-10-02T22:00:00.000Z
148,Somalia,,,2019,Both sexes,769.1506,,Eastern Mediterranean,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,EMR,Eastern Mediterranean,Country,SOM,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,66.06,,,36.23,,100.1,66 [36-100],,,EN,2024-10-02T22:00:00.000Z
152,Sri Lanka,,,2019,Both sexes,466.6501,,South-East Asia,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,SEAR,South-East Asia,Country,LKA,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,37.12,,,26.48,,48.01,37 [26-48],,,EN,2024-10-02T22:00:00.000Z
153,Sudan,,,2019,Both sexes,625.6681,,Eastern Mediterranean,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,EMR,Eastern Mediterranean,Country,SDN,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,70.52,,,43.13,,96.89,71 [43-97],,,EN,2024-10-02T22:00:00.000Z
157,Syrian Arab Republic,,,2019,Both sexes,633.5135,,Eastern Mediterranean,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,EMR,Eastern Mediterranean,Country,SYR,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,83.24,,,60.8,,104.2,83 [61-104],,,EN,2024-10-02T22:00:00.000Z
159,Thailand,,,2019,Both sexes,362.563,,South-East Asia,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,SEAR,South-East Asia,Country,THA,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,29.07,,,23.08,,35.48,29 [23-35],,,EN,2024-10-02T22:00:00.000Z
160,Timor-Leste,,,2019,Both sexes,570.3933,,South-East Asia,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,SEAR,South-East Asia,Country,TLS,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,61.18,,,33.37,,95.62,61 [33-96],,,EN,2024-10-02T22:00:00.000Z
164,Tunisia,,,2019,Both sexes,462.4613,,Eastern Mediterranean,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,EMR,Eastern Mediterranean,Country,TUN,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,54.86,,,39.67,,69.86,55 [40-70],,,EN,2024-10-02T22:00:00.000Z
168,United Arab Emirates,,,2019,Both sexes,528.3586,,Eastern Mediterranean,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,EMR,Eastern Mediterranean,Country,ARE,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,70.04,,,55.14,,85.04,70 [55-85],,,EN,2024-10-02T22:00:00.000Z
177,Yemen,,,2019,Both sexes,717.1033,,Eastern Mediterranean,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",numeric,EMR,Eastern Mediterranean,Country,YEM,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,110.8,,,69.77,,158.5,111 [70-159],,,EN,2024-10-02T22:00:00.000Z
