,Location,Period,Sex,Data Source,FactValueNumeric,Comments,ParentLocation,Periodr,Sexr,Data Sourcer,FactValueNumericr,Commentsr,ParentLocationr
58,Finland,2004,Both sexes,,2.4,,Europe,2004,Both sexes,,3.5,,Europe
59,France,2004,Both sexes,,0.8,,Europe,2004,Both sexes,,4.2,,Europe
60,Gabon,2004,Both sexes,,18.7,,Africa,2004,Both sexes,,0.7000000000000001,,Africa
61,Gambia,2004,Both sexes,,16.1,,Africa,2004,Both sexes,,0.8,,Africa
62,Georgia,2004,Both sexes,,3.4,,Europe,2004,Both sexes,,0.2,,Europe
63,Germany,2004,Both sexes,,0.7000000000000001,,Europe,2004,Both sexes,,4.3,,Europe
64,Ghana,2004,Both sexes,,14.1,,Africa,2004,Both sexes,,1.8,,Africa
65,Greece,2004,Both sexes,,0.8,,Europe,2004,Both sexes,,0.1,,Europe
68,Guinea,2004,Both sexes,,20.5,,Africa,2004,Both sexes,,0.9,,Africa
69,Guinea-Bissau,2004,Both sexes,,21.2,,Africa,2004,Both sexes,,0.9,,Africa
73,Hungary,2004,Both sexes,,1.9,,Europe,2004,Both sexes,,3.3,,Europe
74,Iceland,2004,Both sexes,,1.0,,Europe,2004,Both sexes,,0.9,,Europe
79,Ireland,2004,Both sexes,,0.7000000000000001,,Europe,2004,Both sexes,,1.6,,Europe
80,Israel,2004,Both sexes,,4.9,,Europe,2004,Both sexes,,0.8,,Europe
81,Italy,2004,Both sexes,,0.9,,Europe,2004,Both sexes,,0.2,,Europe
85,Kazakhstan,2004,Both sexes,,16.2,,Europe,2004,Both sexes,,3.1,,Europe
86,Kenya,2004,Both sexes,,26.3,,Africa,2004,Both sexes,,0.7000000000000001,,Africa
88,Kyrgyzstan,2004,Both sexes,,9.8,,Europe,2004,Both sexes,,1.7000000000000002,,Europe
90,Latvia,2004,Both sexes,,9.2,,Europe,2004,Both sexes,,1.9,,Europe
92,Lesotho,2004,Both sexes,,16.2,,Africa,2004,Both sexes,,0.5,,Africa
93,Liberia,2004,Both sexes,,21.5,,Africa,2004,Both sexes,,0.9,,Africa
95,Lithuania,2004,Both sexes,,8.2,,Europe,2004,Both sexes,,0.7000000000000001,,Europe
96,Luxembourg,2004,Both sexes,,1.2,,Europe,2004,Both sexes,,3.7,,Europe
97,Madagascar,2004,Both sexes,,14.6,,Africa,2004,Both sexes,,0.8,,Africa
98,Malawi,2004,Both sexes,,25.1,,Africa,2004,Both sexes,,0.8,,Africa
101,Mali,2004,Both sexes,,23.5,,Africa,2004,Both sexes,,0.9,,Africa
102,Malta,2004,Both sexes,,0.8,,Europe,2004,Both sexes,,0.2,,Europe
104,Mauritania,2004,Both sexes,,17.6,,Africa,2004,Both sexes,,0.8,,Africa
105,Mauritius,2004,Both sexes,,2.6,,Africa,2004,Both sexes,,4.1,,Africa
108,Monaco,2004,Both sexes,,0.9,,Europe,2004,Both sexes,,2.0,,Europe
111,Mozambique,2004,Both sexes,,25.6,,Africa,2004,Both sexes,,0.7000000000000001,,Africa
113,Namibia,2004,Both sexes,,15.8,,Africa,2004,Both sexes,,0.5,,Africa
116,Netherlands,2004,Both sexes,,1.2,,Europe,2004,Both sexes,,0.9,,Europe
119,Niger,2004,Both sexes,,26.9,,Africa,2004,Both sexes,,1.1,,Africa
120,Nigeria,2004,Both sexes,,21.4,,Africa,2004,Both sexes,,0.9,,Africa
122,Norway,2004,Both sexes,,0.8,,Europe,2004,Both sexes,,2.9,,Europe
131,Poland,2004,Both sexes,,1.4,,Europe,2004,Both sexes,,3.7,,Europe
132,Portugal,2004,Both sexes,,1.6,,Europe,2004,Both sexes,,0.9,,Europe
134,Republic of Moldova,2004,Both sexes,,7.8,,Europe,2004,Both sexes,,2.8,,Europe
135,Romania,2004,Both sexes,,2.9,,Europe,2004,Both sexes,,2.9,,Europe
136,Russian Federation,2004,Both sexes,,26.7,,Europe,2004,Both sexes,,3.5,,Europe
137,Rwanda,2004,Both sexes,,34.4,,Africa,2004,Both sexes,,0.9,,Africa
142,Sao Tome and Principe,2004,Both sexes,,6.3,,Africa,2004,Both sexes,,1.8,,Africa
144,Senegal,2004,Both sexes,,17.2,,Africa,2004,Both sexes,,0.8,,Africa
145,Seychelles,2004,Both sexes,,3.2,,Africa,2004,Both sexes,,4.5,,Africa
146,Sierra Leone,2004,Both sexes,,39.8,,Africa,2004,Both sexes,,1.2,,Africa
147,Slovakia,2004,Both sexes,,1.8,,Europe,2004,Both sexes,,0.0,,Europe
148,Slovenia,2004,Both sexes,,1.9,,Europe,2004,Both sexes,,4.1,,Europe
151,South Africa,2004,Both sexes,,70.8,,Africa,2004,Both sexes,,0.9,,Africa
152,Spain,2004,Both sexes,,1.3,,Europe,2004,Both sexes,,0.6000000000000001,,Europe
156,Eswatini,2004,Both sexes,,25.8,,Africa,2004,Both sexes,,0.7000000000000001,,Africa
157,Sweden,2004,Both sexes,,1.3,,Europe,2004,Both sexes,,2.8,,Europe
158,Switzerland,2004,Both sexes,,0.9,,Europe,2004,Both sexes,,2.3,,Europe
160,Tajikistan,2004,Both sexes,,3.3,,Europe,2004,Both sexes,,0.5,,Europe
162,North Macedonia,2004,Both sexes,,5.1,,Europe,2004,Both sexes,,1.8,,Europe
164,Togo,2004,Both sexes,,16.7,,Africa,2004,Both sexes,,0.8,,Africa
168,Turkmenistan,2004,Both sexes,,9.9,,Europe,2004,Both sexes,,5.9,,Europe
170,Uganda,2004,Both sexes,,33.1,,Africa,2004,Both sexes,,0.8,,Africa
171,Ukraine,2004,Both sexes,,10.6,,Europe,2004,Both sexes,,3.6,,Europe
173,United Kingdom of Great Britain and Northern Ireland,2004,Both sexes,,2.0,,Europe,2004,Both sexes,,1.4,,Europe
174,United Republic of Tanzania,2004,Both sexes,,33.3,,Africa,2004,Both sexes,,0.8,,Africa
177,Uzbekistan,2004,Both sexes,,4.0,,Europe,2004,Both sexes,,0.3,,Europe
182,Zambia,2004,Both sexes,,30.5,,Africa,2004,Both sexes,,0.8,,Africa
183,Zimbabwe,2004,Both sexes,,37.7,,Africa,2004,Both sexes,,0.8,,Africa
184,Côte d'Ivoire,2004,Both sexes,,62.4,,Africa,2004,Both sexes,,1.1,,Africa
