,Location,Period,Sex,Data Source,FactValueNumeric,Comments,ParentLocation,Periodr,Sexr,Data Sourcer,FactValueNumericr,Commentsr,ParentLocationr
48,Dominica,2004,Both sexes,,9.8,,Americas,2004,Both sexes,,1.9,,Americas
49,Dominican Republic,2004,Both sexes,,18.6,,Americas,2004,Both sexes,,1.8,,Americas
50,Ecuador,2004,Both sexes,,25.1,,Americas,2004,Both sexes,,3.7,,Americas
52,El Salvador,2004,Both sexes,,41.2,,Americas,2004,Both sexes,,22.8,,Americas
55,Estonia,2004,Both sexes,,7.7,,Europe,2004,Both sexes,,8.8,,Europe
58,Finland,2004,Both sexes,,2.4,,Europe,2004,Both sexes,,3.5,,Europe
59,France,2004,Both sexes,,0.8,,Europe,2004,Both sexes,,4.2,,Europe
62,Georgia,2004,Both sexes,,3.4,,Europe,2004,Both sexes,,0.2,,Europe
63,Germany,2004,Both sexes,,0.7000000000000001,,Europe,2004,Both sexes,,4.3,,Europe
65,Greece,2004,Both sexes,,0.8,,Europe,2004,Both sexes,,0.1,,Europe
66,Grenada,2004,Both sexes,,4.7,,Americas,2004,Both sexes,,3.7,,Americas
67,Guatemala,2004,Both sexes,,51.3,,Americas,2004,Both sexes,,14.7,,Americas
70,Guyana,2004,Both sexes,,23.8,,Americas,2004,Both sexes,,1.1,,Americas
71,Haiti,2004,Both sexes,,6.8,,Americas,2004,Both sexes,,9.2,,Americas
72,Honduras,2004,Both sexes,,26.4,,Americas,2004,Both sexes,,13.7,,Americas
73,Hungary,2004,Both sexes,,1.9,,Europe,2004,Both sexes,,3.3,,Europe
74,Iceland,2004,Both sexes,,1.0,,Europe,2004,Both sexes,,0.9,,Europe
79,Ireland,2004,Both sexes,,0.7000000000000001,,Europe,2004,Both sexes,,1.6,,Europe
80,Israel,2004,Both sexes,,4.9,,Europe,2004,Both sexes,,0.8,,Europe
81,Italy,2004,Both sexes,,0.9,,Europe,2004,Both sexes,,0.2,,Europe
82,Jamaica,2004,Both sexes,,37.7,,Americas,2004,Both sexes,,0.1,,Americas
85,Kazakhstan,2004,Both sexes,,16.2,,Europe,2004,Both sexes,,3.1,,Europe
88,Kyrgyzstan,2004,Both sexes,,9.8,,Europe,2004,Both sexes,,1.7000000000000002,,Europe
90,Latvia,2004,Both sexes,,9.2,,Europe,2004,Both sexes,,1.9,,Europe
95,Lithuania,2004,Both sexes,,8.2,,Europe,2004,Both sexes,,0.7000000000000001,,Europe
96,Luxembourg,2004,Both sexes,,1.2,,Europe,2004,Both sexes,,3.7,,Europe
102,Malta,2004,Both sexes,,0.8,,Europe,2004,Both sexes,,0.2,,Europe
106,Mexico,2004,Both sexes,,9.9,,Americas,2004,Both sexes,,1.1,,Americas
108,Monaco,2004,Both sexes,,0.9,,Europe,2004,Both sexes,,2.0,,Europe
116,Netherlands,2004,Both sexes,,1.2,,Europe,2004,Both sexes,,0.9,,Europe
118,Nicaragua,2004,Both sexes,,17.6,,Americas,2004,Both sexes,,10.5,,Americas
122,Norway,2004,Both sexes,,0.8,,Europe,2004,Both sexes,,2.9,,Europe
126,Panama,2004,Both sexes,,12.3,,Americas,2004,Both sexes,,0.3,,Americas
128,Paraguay,2004,Both sexes,,19.1,,Americas,2004,Both sexes,,3.2,,Americas
129,Peru,2004,Both sexes,,3.4,,Americas,2004,Both sexes,,1.0,,Americas
131,Poland,2004,Both sexes,,1.4,,Europe,2004,Both sexes,,3.7,,Europe
132,Portugal,2004,Both sexes,,1.6,,Europe,2004,Both sexes,,0.9,,Europe
134,Republic of Moldova,2004,Both sexes,,7.8,,Europe,2004,Both sexes,,2.8,,Europe
135,Romania,2004,Both sexes,,2.9,,Europe,2004,Both sexes,,2.9,,Europe
136,Russian Federation,2004,Both sexes,,26.7,,Europe,2004,Both sexes,,3.5,,Europe
138,Saint Kitts and Nevis,2004,Both sexes,,11.3,,Americas,2004,Both sexes,,4.4,,Americas
139,Saint Lucia,2004,Both sexes,,22.4,,Americas,2004,Both sexes,,1.9,,Americas
140,Saint Vincent and the Grenadines,2004,Both sexes,,16.6,,Americas,2004,Both sexes,,4.1,,Americas
147,Slovakia,2004,Both sexes,,1.8,,Europe,2004,Both sexes,,0.0,,Europe
148,Slovenia,2004,Both sexes,,1.9,,Europe,2004,Both sexes,,4.1,,Europe
152,Spain,2004,Both sexes,,1.3,,Europe,2004,Both sexes,,0.6000000000000001,,Europe
155,Suriname,2004,Both sexes,,12.9,,Americas,2004,Both sexes,,0.7000000000000001,,Americas
157,Sweden,2004,Both sexes,,1.3,,Europe,2004,Both sexes,,2.8,,Europe
158,Switzerland,2004,Both sexes,,0.9,,Europe,2004,Both sexes,,2.3,,Europe
160,Tajikistan,2004,Both sexes,,3.3,,Europe,2004,Both sexes,,0.5,,Europe
162,North Macedonia,2004,Both sexes,,5.1,,Europe,2004,Both sexes,,1.8,,Europe
166,Trinidad and Tobago,2004,Both sexes,,12.9,,Americas,2004,Both sexes,,0.8,,Americas
168,Turkmenistan,2004,Both sexes,,9.9,,Europe,2004,Both sexes,,5.9,,Europe
171,Ukraine,2004,Both sexes,,10.6,,Europe,2004,Both sexes,,3.6,,Europe
173,United Kingdom of Great Britain and Northern Ireland,2004,Both sexes,,2.0,,Europe,2004,Both sexes,,1.4,,Europe
175,United States of America,2004,Both sexes,,6.2,,Americas,2004,Both sexes,,2.1,,Americas
176,Uruguay,2004,Both sexes,,4.9,,Americas,2004,Both sexes,,1.2,,Americas
177,Uzbekistan,2004,Both sexes,,4.0,,Europe,2004,Both sexes,,0.3,,Europe
179,Venezuela (Bolivarian Republic of),2004,Both sexes,,38.2,,Americas,2004,Both sexes,,0.6000000000000001,,Americas
