,Location,Period,Sex,Data Source,FactValueNumeric,Comments,ParentLocation,Periodr,Sexr,Data Sourcer,FactValueNumericr,Commentsr,ParentLocationr
76,Indonesia,2004,Both sexes,,9.7,,South-East Asia,2004,Both sexes,,1.0,,South-East Asia
79,Ireland,2004,Both sexes,,0.7000000000000001,,Europe,2004,Both sexes,,1.6,,Europe
80,Israel,2004,Both sexes,,4.9,,Europe,2004,Both sexes,,0.8,,Europe
81,Italy,2004,Both sexes,,0.9,,Europe,2004,Both sexes,,0.2,,Europe
85,Kazakhstan,2004,Both sexes,,16.2,,Europe,2004,Both sexes,,3.1,,Europe
88,Kyrgyzstan,2004,Both sexes,,9.8,,Europe,2004,Both sexes,,1.7000000000000002,,Europe
90,Latvia,2004,Both sexes,,9.2,,Europe,2004,Both sexes,,1.9,,Europe
95,Lithuania,2004,Both sexes,,8.2,,Europe,2004,Both sexes,,0.7000000000000001,,Europe
96,Luxembourg,2004,Both sexes,,1.2,,Europe,2004,Both sexes,,3.7,,Europe
100,Maldives,2004,Both sexes,,2.3,,South-East Asia,2004,Both sexes,,3.6,,South-East Asia
102,Malta,2004,Both sexes,,0.8,,Europe,2004,Both sexes,,0.2,,Europe
108,Monaco,2004,Both sexes,,0.9,,Europe,2004,Both sexes,,2.0,,Europe
112,Myanmar,2004,Both sexes,,16.3,,South-East Asia,2004,Both sexes,,1.1,,South-East Asia
115,Nepal,2004,Both sexes,,16.9,,South-East Asia,2004,Both sexes,,1.0,,South-East Asia
116,Netherlands,2004,Both sexes,,1.2,,Europe,2004,Both sexes,,0.9,,Europe
122,Norway,2004,Both sexes,,0.8,,Europe,2004,Both sexes,,2.9,,Europe
131,Poland,2004,Both sexes,,1.4,,Europe,2004,Both sexes,,3.7,,Europe
132,Portugal,2004,Both sexes,,1.6,,Europe,2004,Both sexes,,0.9,,Europe
134,Republic of Moldova,2004,Both sexes,,7.8,,Europe,2004,Both sexes,,2.8,,Europe
135,Romania,2004,Both sexes,,2.9,,Europe,2004,Both sexes,,2.9,,Europe
136,Russian Federation,2004,Both sexes,,26.7,,Europe,2004,Both sexes,,3.5,,Europe
147,Slovakia,2004,Both sexes,,1.8,,Europe,2004,Both sexes,,0.0,,Europe
148,Slovenia,2004,Both sexes,,1.9,,Europe,2004,Both sexes,,4.1,,Europe
152,Spain,2004,Both sexes,,1.3,,Europe,2004,Both sexes,,0.6000000000000001,,Europe
153,Sri Lanka,2004,Both sexes,,6.8,,South-East Asia,2004,Both sexes,,5.2,,South-East Asia
157,Sweden,2004,Both sexes,,1.3,,Europe,2004,Both sexes,,2.8,,Europe
158,Switzerland,2004,Both sexes,,0.9,,Europe,2004,Both sexes,,2.3,,Europe
160,Tajikistan,2004,Both sexes,,3.3,,Europe,2004,Both sexes,,0.5,,Europe
161,Thailand,2004,Both sexes,,6.7,,South-East Asia,2004,Both sexes,,1.9,,South-East Asia
162,North Macedonia,2004,Both sexes,,5.1,,Europe,2004,Both sexes,,1.8,,Europe
163,Timor-Leste,2004,Both sexes,,16.3,,South-East Asia,2004,Both sexes,,0.9,,South-East Asia
168,Turkmenistan,2004,Both sexes,,9.9,,Europe,2004,Both sexes,,5.9,,Europe
171,Ukraine,2004,Both sexes,,10.6,,Europe,2004,Both sexes,,3.6,,Europe
173,United Kingdom of Great Britain and Northern Ireland,2004,Both sexes,,2.0,,Europe,2004,Both sexes,,1.4,,Europe
177,Uzbekistan,2004,Both sexes,,4.0,,Europe,2004,Both sexes,,0.3,,Europe
