IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,Language,DateModified
MDG_0000000025,Births attended by skilled health personnel (%),text,EUR,Europe,Country,MDA,Republic of Moldova,Year,2014,false,,,,,,,,,,,,,100,,,,,,100,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,EUR,Europe,Country,RUS,Russian Federation,Year,2014,false,,,,,,,,,,,,,100,,,,,,100,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,KNA,Saint Kitts and Nevis,Year,2014,false,,,,,,,,,,,,,100,,,,,,100,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2014,false,,,,,,,,,,,,,100,,,,,,100,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,SGP,Singapore,Year,2014,false,,,,,,,,,,,,,100,,,,,,100,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2014,false,,,,,,,,,,,,,100,,,,,,100,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2014,false,,,,,,,,,,,,,100,,,,,,100,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,URY,Uruguay,Year,2014,false,,,,,,,,,,,,,100,,,,,,100,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,EUR,Europe,Country,UZB,Uzbekistan,Year,2014,false,,,,,,,,,,,,,100,,,,,,100,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2014,false,,,,,,,,,,,,,100,,,,,,100,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,ETH,Ethiopia,Year,2014,false,,,,,,,,,,,,,16,,,,,,16,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2014,false,,,,,,,,,,,,,42,,,,,,42,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2014,false,,,,,,,,,,,,,45,,,,,,45,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,SEAR,South-East Asia,Country,NPL,Nepal,Year,2014,false,,,,,,,,,,,,,56,,,,,,56,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,KEN,Kenya,Year,2014,false,,,,,,,,,,,,,62,,,,,,62,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,CMR,Cameroon,Year,2014,false,,,,,,,,,,,,,65,,,,,,65,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,GTM,Guatemala,Year,2014,false,,,,,,,,,,,,,67,,,,,,67,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,GHA,Ghana,Year,2014,false,,,,,,,,,,,,,71,,,,,,71,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,BEN,Benin,Year,2014,false,,,,,,,,,,,,,77,,,,,,77,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,LSO,Lesotho,Year,2014,false,,,,,,,,,,,,,78,,,,,,78,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2014,false,,,,,,,,,,,,,80,,,,,,80,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,ZWE,Zimbabwe,Year,2014,false,,,,,,,,,,,,,80,,,,,,80,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,WSM,Samoa,Year,2014,false,,,,,,,,,,,,,83,,,,,,83,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2014,false,,,,,,,,,,,,,84,,,,,,84,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,GUY,Guyana,Year,2014,false,,,,,,,,,,,,,86,,,,,,86,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,SWZ,Eswatini,Year,2014,false,,,,,,,,,,,,,88,,,,,,88,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2014,false,,,,,,,,,,,,,89,,,,,,89,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,KHM,Cambodia,Year,2014,false,,,,,,,,,,,,,89,,,,,,89,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,PER,Peru,Year,2014,false,,,,,,,,,,,,,90,,,,,,90,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,EUR,Europe,Country,TJK,Tajikistan,Year,2014,false,,,,,,,,,,,,,90,,,,,,90,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2014,false,,,,,,,,,,,,,92,,,,,,92,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,BLZ,Belize,Year,2014,false,,,,,,,,,,,,,93,,,,,,93,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,NIC,Nicaragua,Year,2014,false,,,,,,,,,,,,,93,,,,,,93,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2014,false,,,,,,,,,,,,,93,,,,,,93,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,PAN,Panama,Year,2014,false,,,,,,,,,,,,,94,,,,,,94,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,EUR,Europe,Country,BGR,Bulgaria,Year,2014,false,,,,,,,,,,,,,95,,,,,,95,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,ECU,Ecuador,Year,2014,false,,,,,,,,,,,,,95,,,,,,95,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,EUR,Europe,Country,ROU,Romania,Year,2014,false,,,,,,,,,,,,,95,,,,,,95,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,CPV,Cabo Verde,Year,2014,false,,,,,,,,,,,,,96,,,,,,96,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,EUR,Europe,Country,DNK,Denmark,Year,2014,false,,,,,,,,,,,,,96,,,,,,96,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,SEAR,South-East Asia,Country,MDV,Maldives,Year,2014,false,,,,,,,,,,,,,96,,,,,,96,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,MEX,Mexico,Year,2014,false,,,,,,,,,,,,,96,,,,,,96,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,PRY,Paraguay,Year,2014,false,,,,,,,,,,,,,96,,,,,,96,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,EUR,Europe,Country,DEU,Germany,Year,2014,false,,,,,,,,,,,,,97,,,,,,97,,,
MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,NZL,New Zealand,Year,2014,false,,,,,,,,,,,,,97,,,,,,97,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,BRA,Brazil,Year,2014,false,,,,,,,,,,,,,98,,,,,,98,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,CAN,Canada,Year,2014,false,,,,,,,,,,,,,98,,,,,,98,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,SLV,El Salvador,Year,2014,false,,,,,,,,,,,,,98,,,,,,98,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,EUR,Europe,Country,FRA,France,Year,2014,false,,,,,,,,,,,,,98,,,,,,98,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,EUR,Europe,Country,ISL,Iceland,Year,2014,false,,,,,,,,,,,,,98,,,,,,98,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2014,false,,,,,,,,,,,,,98,,,,,,98,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,EUR,Europe,Country,LVA,Latvia,Year,2014,false,,,,,,,,,,,,,98,,,,,,98,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,MSR,Montserrat,Year,2014,false,,,,,,,,,,,,,98,,,,,,98,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,EUR,Europe,Country,SRB,Serbia,Year,2014,false,,,,,,,,,,,,,98,,,,,,98,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,EUR,Europe,Country,SVK,Slovakia,Year,2014,false,,,,,,,,,,,,,98,,,,,,98,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,EUR,Europe,Country,AUT,Austria,Year,2014,false,,,,,,,,,,,,,99,,,,,,99,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,BHS,Bahamas,Year,2014,false,,,,,,,,,,,,,99,,,,,,99,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,COL,Colombia,Year,2014,false,,,,,,,,,,,,,99,,,,,,99,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,CRI,Costa Rica,Year,2014,false,,,,,,,,,,,,,99,,,,,,99,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,CUB,Cuba,Year,2014,false,,,,,,,,,,,,,99,,,,,,99,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,DOM,Dominican Republic,Year,2014,false,,,,,,,,,,,,,99,,,,,,99,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,GRD,Grenada,Year,2014,false,,,,,,,,,,,,,99,,,,,,99,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,EUR,Europe,Country,HUN,Hungary,Year,2014,false,,,,,,,,,,,,,99,,,,,,99,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2014,false,,,,,,,,,,,,,99,,,,,,99,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,EMR,Eastern Mediterranean,Country,KWT,Kuwait,Year,2014,false,,,,,,,,,,,,,99,,,,,,99,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,MYS,Malaysia,Year,2014,false,,,,,,,,,,,,,99,,,,,,99,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,EUR,Europe,Country,NOR,Norway,Year,2014,false,,,,,,,,,,,,,99,,,,,,99,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2014,false,,,,,,,,,,,,,99,,,,,,99,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,LCA,Saint Lucia,Year,2014,false,,,,,,,,,,,,,99,,,,,,99,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,USA,United States of America,Year,2014,false,,,,,,,,,,,,,99,,,,,,99,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2013-2014,false,,,,,,,,,,,,,45,,,,,,45,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,TGO,Togo,Year,2013-2014,false,,,,,,,,,,,,,45,,,,,,45,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,ZMB,Zambia,Year,2013-2014,false,,,,,,,,,,,,,63,,,,,,63,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,SEAR,South-East Asia,Country,IND,India,Year,2013-2014,false,,,,,,,,,,,,,81,,,,,,81,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,MWI,Malawi,Year,2013-2014,false,,,,,,,,,,,,,87,,,,,,87,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2013-2014,false,,,,,,,,,,,,,94,,,,,,94,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,EUR,Europe,Country,TUR,TÃ¼rkiye,Year,2013-2014,false,,,,,,,,,,,,,97,,,,,,97,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,MNG,Mongolia,Year,2013-2014,false,,,,,,,,,,,,,99,,,,,,99,,EN,2025-04-06T22:00:00.000Z
MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,SEN,Senegal,Year,2012-2014,false,,,,,,,,,,,,,59,,,,,,59,,EN,2025-04-06T22:00:00.000Z
