,Location,IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified,Periodr,FactValueNumericr,Comments,ParentLocationr
83,Japan,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,WPR,Western Pacific,Country,JPN,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,3.86,,,3.79,,3.93,3.9 [3.8-3.9],,,EN,2025-04-14T22:00:00.000Z,2004,18.82,,Western Pacific
88,Philippines,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,WPR,Western Pacific,Country,PHL,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,33.63,,,31.21,,36.32,33.6 [31.2-36.3],,,EN,2025-04-14T22:00:00.000Z,2004,9901.82,,Western Pacific
91,Micronesia (Federated States of),MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,WPR,Western Pacific,Country,FSM,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,36.11,,,26.44,,48.9,36.1 [26.4-48.9],,,EN,2025-04-14T22:00:00.000Z,2004,11.83,,Western Pacific
92,Niue,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,WPR,Western Pacific,Country,NIU,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,36.22,,,24.96,,52.39,36.2 [25.0-52.4],,,EN,2025-04-14T22:00:00.000Z,2004,0.0,,Western Pacific
95,Tuvalu,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,WPR,Western Pacific,Country,TUV,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,38.92,,,34.64,,43.69,38.9 [34.6-43.7],,,EN,2025-04-14T22:00:00.000Z,2004,1.6800000000000002,,Western Pacific
103,Marshall Islands,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,WPR,Western Pacific,Country,MHL,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,41.8,,,35.78,,48.74,41.8 [35.8-48.7],,,EN,2025-04-14T22:00:00.000Z,2004,12.18,,Western Pacific
107,Mongolia,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,WPR,Western Pacific,Country,MNG,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,44.54,,,40.97,,48.47,44.5 [41.0-48.5],,,EN,2025-04-14T22:00:00.000Z,2004,425.58,,Western Pacific
115,Australia,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,WPR,Western Pacific,Country,AUS,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,5.83,,,5.72,,5.95,5.8 [5.7-5.9],,,EN,2025-04-14T22:00:00.000Z,2004,0.0,,Western Pacific
124,Kiribati,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,WPR,Western Pacific,Country,KIR,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,61.26,,,53.74,,69.57,61.3 [53.7-69.6],,,EN,2025-04-14T22:00:00.000Z,2004,20.24,,Western Pacific
128,Papua New Guinea,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,WPR,Western Pacific,Country,PNG,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,67.13,,,59.3,,76.39,67.1 [59.3-76.4],,,EN,2025-04-14T22:00:00.000Z,2004,2615.14,,Western Pacific
135,Cambodia,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,WPR,Western Pacific,Country,KHM,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,70.79,,,63.38,,78.6,70.8 [63.4-78.6],,,EN,2025-04-14T22:00:00.000Z,2004,9453.78,,Western Pacific
145,Malaysia,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,WPR,Western Pacific,Country,MYS,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,8.41,,,8.25,,8.58,8.4 [8.3-8.6],,,EN,2025-04-14T22:00:00.000Z,2004,885.78,,Western Pacific
153,Lao People's Democratic Republic,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,WPR,Western Pacific,Country,LAO,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,90.85,,,82.49,,100.3,90.8 [82.5-100.3],,,EN,2025-04-14T22:00:00.000Z,2004,1870.35,,Western Pacific
