,Location,IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified,Periodr,FactValueNumericr,Comments,ParentLocationr
25,Liberia,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AFR,Africa,Country,LBR,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,143.1,,,132.4,,154.3,143.1 [132.4-154.3],,,EN,2025-04-14T22:00:00.000Z,2004,4831.1,,Africa
29,Uruguay,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,URY,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,15.16,,,14.78,,15.56,15.2 [14.8-15.6],,,EN,2025-04-14T22:00:00.000Z,2004,7.5,,Americas
30,Mauritius,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AFR,Africa,Country,MUS,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,15.71,,,14.95,,16.54,15.7 [14.9-16.5],,,EN,2025-04-14T22:00:00.000Z,2004,6.46,,Africa
32,Guinea-Bissau,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AFR,Africa,Country,GNB,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,151.1,,,133.9,,170.4,151.1 [133.9-170.4],,,EN,2025-04-14T22:00:00.000Z,2004,2131.79,,Africa
33,Central African Republic,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AFR,Africa,Country,CAF,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,152.2,,,137.1,,169.0,152.2 [137.1-169.0],,,EN,2025-04-14T22:00:00.000Z,2004,3273.05,,Africa
34,Burkina Faso,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AFR,Africa,Country,BFA,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,158.6,,,146.7,,171.6,158.6 [146.7-171.6],,,EN,2025-04-14T22:00:00.000Z,2004,18985.45,,Africa
35,Nigeria,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AFR,Africa,Country,NGA,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,159.8,,,149.7,,171.0,159.8 [149.7-171.0],,,EN,2025-04-14T22:00:00.000Z,2004,129607.92,,Africa
37,Bahamas,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,BHS,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,16.86,,,15.89,,17.89,16.9 [15.9-17.9],,,EN,2025-04-14T22:00:00.000Z,2004,0.46,,Americas
38,Mali,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AFR,Africa,Country,MLI,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,163.1,,,152.9,,174.0,163.1 [152.9-174.0],,,EN,2025-04-14T22:00:00.000Z,2004,17582.21,,Africa
39,Argentina,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,ARG,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,17.29,,,16.96,,17.62,17.3 [17.0-17.6],,,EN,2025-04-14T22:00:00.000Z,2004,103.88,,Americas
40,Chad,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AFR,Africa,Country,TCD,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,170.0,,,156.4,,184.9,170.0 [156.4-184.9],,,EN,2025-04-14T22:00:00.000Z,2004,11123.27,,Africa
42,Angola,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AFR,Africa,Country,AGO,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,173.8,,,148.5,,204.2,173.8 [148.5-204.2],,,EN,2025-04-14T22:00:00.000Z,2004,37920.11,,Africa
44,Saint Lucia,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,LCA,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,18.28,,,17.19,,19.44,18.3 [17.2-19.4],,,EN,2025-04-14T22:00:00.000Z,2004,0.24,,Americas
45,Niger,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AFR,Africa,Country,NER,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,182.8,,,169.5,,197.3,182.8 [169.5-197.3],,,EN,2025-04-14T22:00:00.000Z,2004,31324.11,,Africa
46,Venezuela (Bolivarian Republic of),MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,VEN,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,19.15,,,18.8,,19.51,19.1 [18.8-19.5],,,EN,2025-04-14T22:00:00.000Z,2004,857.3,,Americas
47,Jamaica,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,JAM,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,19.24,,,16.51,,22.46,19.2 [16.5-22.5],,,EN,2025-04-14T22:00:00.000Z,2004,125.11,,Americas
49,Saint Kitts and Nevis,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,KNA,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,20.33,,,17.99,,22.96,20.3 [18.0-23.0],,,EN,2025-04-14T22:00:00.000Z,2004,1.29,,Americas
51,Sierra Leone,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AFR,Africa,Country,SLE,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,200.6,,,187.4,,214.9,200.6 [187.4-214.9],,,EN,2025-04-14T22:00:00.000Z,2004,12449.49,,Africa
52,Dominica,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,DMA,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,21.08,,,19.73,,22.48,21.1 [19.7-22.5],,,EN,2025-04-14T22:00:00.000Z,2004,0.0,,Americas
54,Belize,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,BLZ,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,21.54,,,20.55,,22.61,21.5 [20.6-22.6],,,EN,2025-04-14T22:00:00.000Z,2004,9.61,,Americas
56,Colombia,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,COL,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,22.15,,,20.22,,24.23,22.2 [20.2-24.2],,,EN,2025-04-14T22:00:00.000Z,2004,1477.88,,Americas
57,Panama,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,PAN,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,22.47,,,19.32,,25.92,22.5 [19.3-25.9],,,EN,2025-04-14T22:00:00.000Z,2004,187.63,,Americas
62,Mexico,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,MEX,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,23.63,,,22.02,,25.43,23.6 [22.0-25.4],,,EN,2025-04-14T22:00:00.000Z,2004,2438.97,,Americas
63,Ecuador,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,ECU,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,24.63,,,21.76,,27.87,24.6 [21.8-27.9],,,EN,2025-04-14T22:00:00.000Z,2004,903.55,,Americas
66,El Salvador,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,SLV,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,25.46,,,22.64,,28.66,25.5 [22.6-28.7],,,EN,2025-04-14T22:00:00.000Z,2004,536.86,,Americas
69,Brazil,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,BRA,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,26.3,,,24.59,,28.14,26.3 [24.6-28.1],,,EN,2025-04-14T22:00:00.000Z,2004,21569.81,,Americas
72,Suriname,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,SUR,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,27.23,,,22.44,,32.89,27.2 [22.4-32.9],,,EN,2025-04-14T22:00:00.000Z,2004,22.74,,Americas
73,Trinidad and Tobago,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,TTO,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,27.24,,,22.99,,32.53,27.2 [23.0-32.5],,,EN,2025-04-14T22:00:00.000Z,2004,4.61,,Americas
74,Peru,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,PER,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,28.19,,,26.44,,29.95,28.2 [26.4-30.0],,,EN,2025-04-14T22:00:00.000Z,2004,2057.08,,Americas
75,Cabo Verde,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AFR,Africa,Country,CPV,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,28.25,,,27.25,,29.25,28.2 [27.3-29.2],,,EN,2025-04-14T22:00:00.000Z,2004,57.45,,Africa
84,Paraguay,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,PRY,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,30.67,,,23.39,,40.56,30.7 [23.4-40.6],,,EN,2025-04-14T22:00:00.000Z,2004,407.87,,Americas
85,Nicaragua,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,NIC,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,30.96,,,27.81,,34.25,31.0 [27.8-34.3],,"The UN IGME estimates are not the official statistics of Nicaragua. The most recent national official estimates of neonatal, infant and under-five mortality rates available to the UN IGME come from the vital registration system for 2022, with a rate of 8.1, 11.7 and 13.3 deaths per 1,000 live births, respectively. Following a request from the Government of Nicaragua and per the objectives of the UN IGME, the UN IGME will continue to assess all data sources in the country relevant to child mortality estimation.",EN,2025-04-14T22:00:00.000Z,2004,688.8,,Americas
86,Honduras,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,HND,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,31.15,,,28.54,,34.07,31.1 [28.5-34.1],,,EN,2025-04-14T22:00:00.000Z,2004,1003.72,,Americas
90,Algeria,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AFR,Africa,Country,DZA,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,35.42,,,33.49,,37.49,35.4 [33.5-37.5],,,EN,2025-04-14T22:00:00.000Z,2004,3138.58,,Africa
93,Dominican Republic,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,DOM,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,36.7,,,33.74,,39.79,36.7 [33.7-39.8],,,EN,2025-04-14T22:00:00.000Z,2004,777.13,,Americas
104,Guyana,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,GUY,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,42.26,,,37.17,,47.89,42.3 [37.2-47.9],,,EN,2025-04-14T22:00:00.000Z,2004,105.49,,Americas
106,Guatemala,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,GTM,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,44.35,,,40.67,,48.34,44.3 [40.7-48.3],,,EN,2025-04-14T22:00:00.000Z,2004,2531.96,,Americas
119,Bolivia (Plurinational State of),MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,BOL,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,59.86,,,55.28,,64.63,59.9 [55.3-64.6],,,EN,2025-04-14T22:00:00.000Z,2004,3019.13,,Americas
120,Canada,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,CAN,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,6.14,,,6.03,,6.25,6.1 [6.0-6.3],,,EN,2025-04-14T22:00:00.000Z,2004,2.36,,Americas
122,Sao Tome and Principe,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AFR,Africa,Country,STP,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,60.46,,,52.53,,69.84,60.5 [52.5-69.8],,,EN,2025-04-14T22:00:00.000Z,2004,98.16,,Africa
126,Gabon,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AFR,Africa,Country,GAB,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,65.98,,,58.16,,74.0,66.0 [58.2-74.0],,,EN,2025-04-14T22:00:00.000Z,2004,183.98,,Africa
129,Comoros,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AFR,Africa,Country,COM,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,67.99,,,54.17,,80.74,68.0 [54.2-80.7],,,EN,2025-04-14T22:00:00.000Z,2004,154.88,,Africa
131,Cuba,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,CUB,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,7.34,,,6.53,,8.28,7.3 [6.5-8.3],,,EN,2025-04-14T22:00:00.000Z,2004,9.1,,Americas
