,Location,IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified,Periodr,FactValueNumericr,Comments,ParentLocationr
17,Cameroon,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AFR,Africa,Country,CMR,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,131.3,,,121.0,,142.2,131.3 [121.0-142.2],,,EN,2025-04-14T22:00:00.000Z,2004,13693.47,,Africa
18,Mozambique,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AFR,Africa,Country,MOZ,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,131.6,,,121.9,,141.8,131.6 [121.9-141.8],,,EN,2025-04-14T22:00:00.000Z,2004,13983.68,,Africa
19,Equatorial Guinea,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AFR,Africa,Country,GNQ,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,137.8,,,120.6,,160.3,137.8 [120.6-160.3],,,EN,2025-04-14T22:00:00.000Z,2004,479.78,,Africa
23,Democratic Republic of the Congo,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AFR,Africa,Country,COD,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,140.7,,,126.3,,156.8,140.7 [126.3-156.8],,,EN,2025-04-14T22:00:00.000Z,2004,86842.59,,Africa
24,Guinea,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AFR,Africa,Country,GIN,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,141.2,,,130.9,,152.1,141.2 [130.9-152.1],,,EN,2025-04-14T22:00:00.000Z,2004,7326.88,,Africa
25,Liberia,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AFR,Africa,Country,LBR,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,143.1,,,132.4,,154.3,143.1 [132.4-154.3],,,EN,2025-04-14T22:00:00.000Z,2004,4831.1,,Africa
28,Tonga,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,WPR,Western Pacific,Country,TON,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,15.22,,,13.19,,17.63,15.2 [13.2-17.6],,,EN,2025-04-14T22:00:00.000Z,2004,7.58,,Western Pacific
30,Mauritius,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AFR,Africa,Country,MUS,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,15.71,,,14.95,,16.54,15.7 [14.9-16.5],,,EN,2025-04-14T22:00:00.000Z,2004,6.46,,Africa
31,Cook Islands,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,WPR,Western Pacific,Country,COK,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,15.87,,,13.94,,18.14,15.9 [13.9-18.1],,,EN,2025-04-14T22:00:00.000Z,2004,0.5700000000000001,,Western Pacific
32,Guinea-Bissau,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AFR,Africa,Country,GNB,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,151.1,,,133.9,,170.4,151.1 [133.9-170.4],,,EN,2025-04-14T22:00:00.000Z,2004,2131.79,,Africa
33,Central African Republic,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AFR,Africa,Country,CAF,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,152.2,,,137.1,,169.0,152.2 [137.1-169.0],,,EN,2025-04-14T22:00:00.000Z,2004,3273.05,,Africa
34,Burkina Faso,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AFR,Africa,Country,BFA,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,158.6,,,146.7,,171.6,158.6 [146.7-171.6],,,EN,2025-04-14T22:00:00.000Z,2004,18985.45,,Africa
35,Nigeria,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AFR,Africa,Country,NGA,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,159.8,,,149.7,,171.0,159.8 [149.7-171.0],,,EN,2025-04-14T22:00:00.000Z,2004,129607.92,,Africa
38,Mali,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AFR,Africa,Country,MLI,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,163.1,,,152.9,,174.0,163.1 [152.9-174.0],,,EN,2025-04-14T22:00:00.000Z,2004,17582.21,,Africa
40,Chad,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AFR,Africa,Country,TCD,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,170.0,,,156.4,,184.9,170.0 [156.4-184.9],,,EN,2025-04-14T22:00:00.000Z,2004,11123.27,,Africa
42,Angola,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AFR,Africa,Country,AGO,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,173.8,,,148.5,,204.2,173.8 [148.5-204.2],,,EN,2025-04-14T22:00:00.000Z,2004,37920.11,,Africa
45,Niger,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AFR,Africa,Country,NER,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,182.8,,,169.5,,197.3,182.8 [169.5-197.3],,,EN,2025-04-14T22:00:00.000Z,2004,31324.11,,Africa
48,Samoa,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,WPR,Western Pacific,Country,WSM,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,19.39,,,17.12,,21.95,19.4 [17.1-22.0],,,EN,2025-04-14T22:00:00.000Z,2004,15.91,,Western Pacific
51,Sierra Leone,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AFR,Africa,Country,SLE,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,200.6,,,187.4,,214.9,200.6 [187.4-214.9],,,EN,2025-04-14T22:00:00.000Z,2004,12449.49,,Africa
60,Palau,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,WPR,Western Pacific,Country,PLW,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,22.93,,,19.41,,27.24,22.9 [19.4-27.2],,,EN,2025-04-14T22:00:00.000Z,2004,0.88,,Western Pacific
61,Fiji,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,WPR,Western Pacific,Country,FJI,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,23.08,,,22.33,,23.85,23.1 [22.3-23.8],,,EN,2025-04-14T22:00:00.000Z,2004,10.18,,Western Pacific
64,Vanuatu,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,WPR,Western Pacific,Country,VUT,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,24.97,,,21.52,,29.18,25.0 [21.5-29.2],,,EN,2025-04-14T22:00:00.000Z,2004,12.57,,Western Pacific
67,Viet Nam,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,WPR,Western Pacific,Country,VNM,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,25.71,,,21.7,,29.6,25.7 [21.7-29.6],,,EN,2025-04-14T22:00:00.000Z,2004,4904.88,,Western Pacific
70,China,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,WPR,Western Pacific,Country,CHN,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,26.35,,,24.85,,27.89,26.4 [24.9-27.9],,,EN,2025-04-14T22:00:00.000Z,2004,49195.15,,Western Pacific
75,Cabo Verde,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AFR,Africa,Country,CPV,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,28.25,,,27.25,,29.25,28.2 [27.3-29.2],,,EN,2025-04-14T22:00:00.000Z,2004,57.45,,Africa
77,Solomon Islands,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,WPR,Western Pacific,Country,SLB,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,29.4,,,26.25,,32.94,29.4 [26.3-32.9],,,EN,2025-04-14T22:00:00.000Z,2004,58.21,,Western Pacific
78,Singapore,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,WPR,Western Pacific,Country,SGP,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,3.07,,,2.87,,3.27,3.1 [2.9-3.3],,,EN,2025-04-14T22:00:00.000Z,2004,0.58,,Western Pacific
83,Japan,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,WPR,Western Pacific,Country,JPN,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,3.86,,,3.79,,3.93,3.9 [3.8-3.9],,,EN,2025-04-14T22:00:00.000Z,2004,18.82,,Western Pacific
88,Philippines,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,WPR,Western Pacific,Country,PHL,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,33.63,,,31.21,,36.32,33.6 [31.2-36.3],,,EN,2025-04-14T22:00:00.000Z,2004,9901.82,,Western Pacific
90,Algeria,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AFR,Africa,Country,DZA,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,35.42,,,33.49,,37.49,35.4 [33.5-37.5],,,EN,2025-04-14T22:00:00.000Z,2004,3138.58,,Africa
91,Micronesia (Federated States of),MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,WPR,Western Pacific,Country,FSM,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,36.11,,,26.44,,48.9,36.1 [26.4-48.9],,,EN,2025-04-14T22:00:00.000Z,2004,11.83,,Western Pacific
92,Niue,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,WPR,Western Pacific,Country,NIU,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,36.22,,,24.96,,52.39,36.2 [25.0-52.4],,,EN,2025-04-14T22:00:00.000Z,2004,0.0,,Western Pacific
95,Tuvalu,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,WPR,Western Pacific,Country,TUV,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,38.92,,,34.64,,43.69,38.9 [34.6-43.7],,,EN,2025-04-14T22:00:00.000Z,2004,1.6800000000000002,,Western Pacific
103,Marshall Islands,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,WPR,Western Pacific,Country,MHL,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,41.8,,,35.78,,48.74,41.8 [35.8-48.7],,,EN,2025-04-14T22:00:00.000Z,2004,12.18,,Western Pacific
107,Mongolia,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,WPR,Western Pacific,Country,MNG,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,44.54,,,40.97,,48.47,44.5 [41.0-48.5],,,EN,2025-04-14T22:00:00.000Z,2004,425.58,,Western Pacific
115,Australia,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,WPR,Western Pacific,Country,AUS,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,5.83,,,5.72,,5.95,5.8 [5.7-5.9],,,EN,2025-04-14T22:00:00.000Z,2004,0.0,,Western Pacific
122,Sao Tome and Principe,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AFR,Africa,Country,STP,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,60.46,,,52.53,,69.84,60.5 [52.5-69.8],,,EN,2025-04-14T22:00:00.000Z,2004,98.16,,Africa
124,Kiribati,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,WPR,Western Pacific,Country,KIR,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,61.26,,,53.74,,69.57,61.3 [53.7-69.6],,,EN,2025-04-14T22:00:00.000Z,2004,20.24,,Western Pacific
126,Gabon,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AFR,Africa,Country,GAB,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,65.98,,,58.16,,74.0,66.0 [58.2-74.0],,,EN,2025-04-14T22:00:00.000Z,2004,183.98,,Africa
128,Papua New Guinea,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,WPR,Western Pacific,Country,PNG,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,67.13,,,59.3,,76.39,67.1 [59.3-76.4],,,EN,2025-04-14T22:00:00.000Z,2004,2615.14,,Western Pacific
129,Comoros,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AFR,Africa,Country,COM,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,67.99,,,54.17,,80.74,68.0 [54.2-80.7],,,EN,2025-04-14T22:00:00.000Z,2004,154.88,,Africa
134,Eritrea,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AFR,Africa,Country,ERI,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,70.51,,,63.29,,78.51,70.5 [63.3-78.5],,,EN,2025-04-14T22:00:00.000Z,2004,2672.76,,Africa
135,Cambodia,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,WPR,Western Pacific,Country,KHM,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,70.79,,,63.38,,78.6,70.8 [63.4-78.6],,,EN,2025-04-14T22:00:00.000Z,2004,9453.78,,Western Pacific
136,Namibia,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AFR,Africa,Country,NAM,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,74.12,,,65.13,,83.88,74.1 [65.1-83.9],,,EN,2025-04-14T22:00:00.000Z,2004,55.51,,Africa
138,Botswana,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AFR,Africa,Country,BWA,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,76.31,,,60.88,,93.39,76.3 [60.9-93.4],,,EN,2025-04-14T22:00:00.000Z,2004,729.18,,Africa
139,Kenya,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AFR,Africa,Country,KEN,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,76.62,,,71.07,,82.42,76.6 [71.1-82.4],,,EN,2025-04-14T22:00:00.000Z,2004,20841.49,,Africa
140,Mauritania,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AFR,Africa,Country,MRT,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,76.99,,,69.86,,84.57,77.0 [69.9-84.6],,,EN,2025-04-14T22:00:00.000Z,2004,1737.86,,Africa
145,Malaysia,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,WPR,Western Pacific,Country,MYS,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,8.41,,,8.25,,8.58,8.4 [8.3-8.6],,,EN,2025-04-14T22:00:00.000Z,2004,885.78,,Western Pacific
147,South Africa,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AFR,Africa,Country,ZAF,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,81.01,,,75.71,,86.23,81.0 [75.7-86.2],,,EN,2025-04-14T22:00:00.000Z,2004,5418.14,,Africa
148,Ghana,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AFR,Africa,Country,GHA,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,85.21,,,80.3,,90.39,85.2 [80.3-90.4],,,EN,2025-04-14T22:00:00.000Z,2004,7077.4,,Africa
149,Madagascar,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AFR,Africa,Country,MDG,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,88.2,,,81.75,,95.09,88.2 [81.8-95.1],,,EN,2025-04-14T22:00:00.000Z,2004,15631.13,,Africa
153,Lao People's Democratic Republic,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,WPR,Western Pacific,Country,LAO,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,90.85,,,82.49,,100.3,90.8 [82.5-100.3],,,EN,2025-04-14T22:00:00.000Z,2004,1870.35,,Western Pacific
