,Location,IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified,Periodr,FactValueNumericr,Comments,ParentLocationr
49,Saint Kitts and Nevis,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,KNA,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,20.33,,,17.99,,22.96,20.3 [18.0-23.0],,,EN,2025-04-14T22:00:00.000Z,2004,1.29,,Americas
50,Syrian Arab Republic,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,SYR,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,20.3,,,18.2,,22.82,20.3 [18.2-22.8],,,EN,2025-04-14T22:00:00.000Z,2004,1356.8,,Eastern Mediterranean
52,Dominica,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,DMA,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,21.08,,,19.73,,22.48,21.1 [19.7-22.5],,,EN,2025-04-14T22:00:00.000Z,2004,0.0,,Americas
54,Belize,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,BLZ,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,21.54,,,20.55,,22.61,21.5 [20.6-22.6],,,EN,2025-04-14T22:00:00.000Z,2004,9.61,,Americas
56,Colombia,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,COL,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,22.15,,,20.22,,24.23,22.2 [20.2-24.2],,,EN,2025-04-14T22:00:00.000Z,2004,1477.88,,Americas
57,Panama,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,PAN,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,22.47,,,19.32,,25.92,22.5 [19.3-25.9],,,EN,2025-04-14T22:00:00.000Z,2004,187.63,,Americas
58,Tunisia,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,TUN,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,22.69,,,20.7,,24.84,22.7 [20.7-24.8],,,EN,2025-04-14T22:00:00.000Z,2004,494.54,,Eastern Mediterranean
59,Jordan,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,JOR,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,22.73,,,20.91,,24.7,22.7 [20.9-24.7],,,EN,2025-04-14T22:00:00.000Z,2004,416.0,,Eastern Mediterranean
62,Mexico,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,MEX,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,23.63,,,22.02,,25.43,23.6 [22.0-25.4],,,EN,2025-04-14T22:00:00.000Z,2004,2438.97,,Americas
63,Ecuador,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,ECU,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,24.63,,,21.76,,27.87,24.6 [21.8-27.9],,,EN,2025-04-14T22:00:00.000Z,2004,903.55,,Americas
66,El Salvador,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,SLV,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,25.46,,,22.64,,28.66,25.5 [22.6-28.7],,,EN,2025-04-14T22:00:00.000Z,2004,536.86,,Americas
69,Brazil,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,BRA,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,26.3,,,24.59,,28.14,26.3 [24.6-28.1],,,EN,2025-04-14T22:00:00.000Z,2004,21569.81,,Americas
72,Suriname,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,SUR,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,27.23,,,22.44,,32.89,27.2 [22.4-32.9],,,EN,2025-04-14T22:00:00.000Z,2004,22.74,,Americas
73,Trinidad and Tobago,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,TTO,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,27.24,,,22.99,,32.53,27.2 [23.0-32.5],,,EN,2025-04-14T22:00:00.000Z,2004,4.61,,Americas
74,Peru,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,PER,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,28.19,,,26.44,,29.95,28.2 [26.4-30.0],,,EN,2025-04-14T22:00:00.000Z,2004,2057.08,,Americas
84,Paraguay,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,PRY,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,30.67,,,23.39,,40.56,30.7 [23.4-40.6],,,EN,2025-04-14T22:00:00.000Z,2004,407.87,,Americas
85,Nicaragua,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,NIC,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,30.96,,,27.81,,34.25,31.0 [27.8-34.3],,"The UN IGME estimates are not the official statistics of Nicaragua. The most recent national official estimates of neonatal, infant and under-five mortality rates available to the UN IGME come from the vital registration system for 2022, with a rate of 8.1, 11.7 and 13.3 deaths per 1,000 live births, respectively. Following a request from the Government of Nicaragua and per the objectives of the UN IGME, the UN IGME will continue to assess all data sources in the country relevant to child mortality estimation.",EN,2025-04-14T22:00:00.000Z,2004,688.8,,Americas
86,Honduras,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,HND,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,31.15,,,28.54,,34.07,31.1 [28.5-34.1],,,EN,2025-04-14T22:00:00.000Z,2004,1003.72,,Americas
93,Dominican Republic,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,DOM,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,36.7,,,33.74,,39.79,36.7 [33.7-39.8],,,EN,2025-04-14T22:00:00.000Z,2004,777.13,,Americas
94,Egypt,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,EGY,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,37.46,,,34.65,,40.48,37.5 [34.7-40.5],,,EN,2025-04-14T22:00:00.000Z,2004,7727.04,,Eastern Mediterranean
101,Iraq,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,IRQ,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,40.67,,,36.67,,45.08,40.7 [36.7-45.1],,,EN,2025-04-14T22:00:00.000Z,2004,16429.17,,Eastern Mediterranean
104,Guyana,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,GUY,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,42.26,,,37.17,,47.89,42.3 [37.2-47.9],,,EN,2025-04-14T22:00:00.000Z,2004,105.49,,Americas
105,Morocco,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,MAR,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,43.55,,,39.3,,48.68,43.6 [39.3-48.7],,,EN,2025-04-14T22:00:00.000Z,2004,3386.09,,Eastern Mediterranean
106,Guatemala,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,GTM,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,44.35,,,40.67,,48.34,44.3 [40.7-48.3],,,EN,2025-04-14T22:00:00.000Z,2004,2531.96,,Americas
119,Bolivia (Plurinational State of),MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,BOL,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,59.86,,,55.28,,64.63,59.9 [55.3-64.6],,,EN,2025-04-14T22:00:00.000Z,2004,3019.13,,Americas
120,Canada,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,CAN,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,6.14,,,6.03,,6.25,6.1 [6.0-6.3],,,EN,2025-04-14T22:00:00.000Z,2004,2.36,,Americas
131,Cuba,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,CUB,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,7.34,,,6.53,,8.28,7.3 [6.5-8.3],,,EN,2025-04-14T22:00:00.000Z,2004,9.1,,Americas
137,Yemen,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,YEM,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,74.72,,,68.26,,81.28,74.7 [68.3-81.3],,,EN,2025-04-14T22:00:00.000Z,2004,12889.7,,Eastern Mediterranean
144,United States of America,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,USA,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,8.06,,,7.92,,8.19,8.1 [7.9-8.2],,,EN,2025-04-14T22:00:00.000Z,2004,18.1,,Americas
150,Chile,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,CHL,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,9.3,,,9.08,,9.52,9.3 [9.1-9.5],,,EN,2025-04-14T22:00:00.000Z,2004,7.81,,Americas
152,Djibouti,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,DJI,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,90.04,,,75.4,,108.3,90.0 [75.4-108.3],,,EN,2025-04-14T22:00:00.000Z,2004,484.43,,Eastern Mediterranean
154,Haiti,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,AMR,Americas,Country,HTI,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,91.42,,,83.86,,99.28,91.4 [83.9-99.3],,,EN,2025-04-14T22:00:00.000Z,2004,5286.06,,Americas
160,Pakistan,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,PAK,Year,2004,False,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,98.47,,,94.18,,103.0,98.5 [94.2-103.0],,,EN,2025-04-14T22:00:00.000Z,2004,46136.99,,Eastern Mediterranean
