,Location,IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,Language,DateModified,IndicatorCoder,Indicatorr,ValueTyper,ParentLocationCoder,ParentLocationr,Location typer,SpatialDimValueCoder,Period typer,Periodr,IsLatestYearr,Dim1 typer,Dim1r,Dim1ValueCoder,Dim2 typer,Dim2r,Dim2ValueCoder,Dim3 typer,Dim3r,Dim3ValueCoder,DataSourceDimValueCoder,DataSourcer,FactValueNumericPrefixr,FactValueNumericr,FactValueUoMr,FactValueNumericLowPrefixr,FactValueNumericLowr,FactValueNumericHighPrefixr,FactValueNumericHighr,Valuer,FactValueTranslationIDr,Languager,DateModifiedr
27,Guinea-Bissau,MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,GNB,Year,2014,False,,,,,,,,,,,,,45,,,,,,45,,EN,2025-04-06T22:00:00.000Z,WHS4_154,Antenatal care coverage - at least four visits (%),text,AFR,Africa,Country,GNB,Year,2012-2014,False,,,,,,,,,,,,,64.9,,,,,,64.9,,EN,2025-09-25T22:00:00.000Z
28,Guyana,MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,GUY,Year,2014,False,,,,,,,,,,,,,86,,,,,,86,,EN,2025-04-06T22:00:00.000Z,WHS4_154,Antenatal care coverage - at least four visits (%),text,AMR,Americas,Country,GUY,Year,2014,False,,,,,,,,,,,,,94.0,,,,,,94.0,,EN,2025-09-25T22:00:00.000Z
32,Kenya,MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,KEN,Year,2014,False,,,,,,,,,,,,,62,,,,,,62,,EN,2025-04-06T22:00:00.000Z,WHS4_154,Antenatal care coverage - at least four visits (%),text,AFR,Africa,Country,KEN,Year,2010-2015,False,,,,,,,,,,,,,62.5,,,,,,62.5,,EN,2025-09-25T22:00:00.000Z
34,Lesotho,MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,LSO,Year,2014,False,,,,,,,,,,,,,78,,,,,,78,,EN,2025-04-06T22:00:00.000Z,WHS4_154,Antenatal care coverage - at least four visits (%),text,AFR,Africa,Country,LSO,Year,2009-2014,False,,,,,,,,,,,,,74.4,,,,,,74.4,,EN,2025-09-25T22:00:00.000Z
35,Malawi,MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,MWI,Year,2013-2014,False,,,,,,,,,,,,,87,,,,,,87,,EN,2025-04-06T22:00:00.000Z,WHS4_154,Antenatal care coverage - at least four visits (%),text,AFR,Africa,Country,MWI,Year,2010-2016,False,,,,,,,,,,,,,50.6,,,,,,50.6,,EN,2025-09-25T22:00:00.000Z
36,Mexico,MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,MEX,Year,2014,False,,,,,,,,,,,,,96,,,,,,96,,EN,2025-04-06T22:00:00.000Z,WHS4_154,Antenatal care coverage - at least four visits (%),text,AMR,Americas,Country,MEX,Year,2013-2015,False,,,,,,,,,,,,,94.3,,,,,,94.3,,EN,2025-09-25T22:00:00.000Z
38,Nicaragua,MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,NIC,Year,2014,False,,,,,,,,,,,,,93,,,,,,93,,EN,2025-04-06T22:00:00.000Z,WHS4_154,Antenatal care coverage - at least four visits (%),text,AMR,Americas,Country,NIC,Year,2014,False,,,,,,,,,,,,,71.0,,,,,,71.0,,EN,2025-09-25T22:00:00.000Z
41,Panama,MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,PAN,Year,2014,False,,,,,,,,,,,,,94,,,,,,94,,EN,2025-04-06T22:00:00.000Z,WHS4_154,Antenatal care coverage - at least four visits (%),text,AMR,Americas,Country,PAN,Year,2009-2015,False,,,,,,,,,,,,,98.6,,,,,,98.6,,EN,2025-09-25T22:00:00.000Z
42,Paraguay,MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,PRY,Year,2014,False,,,,,,,,,,,,,96,,,,,,96,,EN,2025-04-06T22:00:00.000Z,WHS4_154,Antenatal care coverage - at least four visits (%),text,AMR,Americas,Country,PRY,Year,2014,False,,,,,,,,,,,,,78.3,,,,,,78.3,,EN,2025-09-25T22:00:00.000Z
43,Peru,MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,PER,Year,2014,False,,,,,,,,,,,,,90,,,,,,90,,EN,2025-04-06T22:00:00.000Z,WHS4_154,Antenatal care coverage - at least four visits (%),text,AMR,Americas,Country,PER,Year,2014-2019,False,,,,,,,,,,,,,96.3,,,,,,96.3,,EN,2025-09-25T22:00:00.000Z
45,Rwanda,MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,RWA,Year,2014-2015,False,,,,,,,,,,,,,91,,,,,,91,,EN,2025-04-06T22:00:00.000Z,WHS4_154,Antenatal care coverage - at least four visits (%),text,AFR,Africa,Country,RWA,Year,2010-2015,False,,,,,,,,,,,,,43.9,,,,,,43.9,,EN,2025-09-25T22:00:00.000Z
47,Sao Tome and Principe,MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,STP,Year,2014,False,,,,,,,,,,,,,93,,,,,,93,,EN,2025-04-06T22:00:00.000Z,WHS4_154,Antenatal care coverage - at least four visits (%),text,AFR,Africa,Country,STP,Year,2012-2014,False,,,,,,,,,,,,,83.6,,,,,,83.6,,EN,2025-09-25T22:00:00.000Z
48,Senegal,MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,SEN,Year,2012-2014,False,,,,,,,,,,,,,59,,,,,,59,,EN,2025-04-06T22:00:00.000Z,WHS4_154,Antenatal care coverage - at least four visits (%),text,AFR,Africa,Country,SEN,Year,2014-2019,False,,,,,,,,,,,,,55.5,,,,,,55.5,,EN,2025-09-25T22:00:00.000Z
53,Togo,MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,TGO,Year,2013-2014,False,,,,,,,,,,,,,45,,,,,,45,,EN,2025-04-06T22:00:00.000Z,WHS4_154,Antenatal care coverage - at least four visits (%),text,AFR,Africa,Country,TGO,Year,2008-2014,False,,,,,,,,,,,,,57.2,,,,,,57.2,,EN,2025-09-25T22:00:00.000Z
54,Trinidad and Tobago,MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,TTO,Year,2014,False,,,,,,,,,,,,,100,,,,,,100,,EN,2025-04-06T22:00:00.000Z,WHS4_154,Antenatal care coverage - at least four visits (%),text,AMR,Americas,Country,TTO,Year,2014,False,,,,,,,,,,,,,100.0,,,,,,100.0,,EN,2025-09-25T22:00:00.000Z
57,United States of America,MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,USA,Year,2014,False,,,,,,,,,,,,,99,,,,,,99,,EN,2025-04-06T22:00:00.000Z,WHS4_154,Antenatal care coverage - at least four visits (%),text,AMR,Americas,Country,USA,Year,2014,False,,,,,,,,,,,,,96.3,,,,,,96.3,,EN,2025-09-25T22:00:00.000Z
58,Uruguay,MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,URY,Year,2014,False,,,,,,,,,,,,,100,,,,,,100,,EN,2025-04-06T22:00:00.000Z,WHS4_154,Antenatal care coverage - at least four visits (%),text,AMR,Americas,Country,URY,Year,2014,False,,,,,,,,,,,,,95.9,,,,,,95.9,,EN,2025-09-25T22:00:00.000Z
59,Venezuela (Bolivarian Republic of),MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,VEN,Year,2014,False,,,,,,,,,,,,,100,,,,,,100,,EN,2025-04-06T22:00:00.000Z,WHS4_154,Antenatal care coverage - at least four visits (%),text,AMR,Americas,Country,VEN,Year,2014,False,,,,,,,,,,,,,86.9,,,,,,86.9,,EN,2025-09-25T22:00:00.000Z
61,Zambia,MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,ZMB,Year,2013-2014,False,,,,,,,,,,,,,63,,,,,,63,,EN,2025-04-06T22:00:00.000Z,WHS4_154,Antenatal care coverage - at least four visits (%),text,AFR,Africa,Country,ZMB,Year,2014-2019,False,,,,,,,,,,,,,63.5,,,,,,63.5,,EN,2025-09-25T22:00:00.000Z
62,Zimbabwe,MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,ZWE,Year,2014,False,,,,,,,,,,,,,80,,,,,,80,,EN,2025-04-06T22:00:00.000Z,WHS4_154,Antenatal care coverage - at least four visits (%),text,AFR,Africa,Country,ZWE,Year,2010-2015,False,,,,,,,,,,,,,75.7,,,,,,75.7,,EN,2025-09-25T22:00:00.000Z
