,Location,IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified,IndicatorCoder,Indicatorr,ValueTyper,ParentLocationCoder,ParentLocationr,Location typer,SpatialDimValueCoder,Period typer,Periodr,IsLatestYearr,Dim1 typer,Dim1r,Dim1ValueCoder,Dim2 typer,Dim2r,Dim2ValueCoder,Dim3 typer,Dim3r,Dim3ValueCoder,DataSourceDimValueCoder,DataSourcer,FactValueNumericPrefixr,FactValueNumericr,FactValueUoMr,FactValueNumericLowPrefixr,FactValueNumericLowr,FactValueNumericHighPrefixr,FactValueNumericHighr,Valuer,FactValueTranslationIDr,Languager,DateModifiedr
32,"occupied Palestinian territory, including east Jerusalem",WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,EMR,Eastern Mediterranean,Country,PSE,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,17.03,,,15.29,,18.9,17.0 [15.3-18.9],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,EMR,Eastern Mediterranean,Country,PSE,Year,2000,False,,,,,,,,,,,,,97,,,,,,97,,EN,2025-04-06T22:00:00.000Z
33,Tunisia,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,EMR,Eastern Mediterranean,Country,TUN,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,17.19,,,14.82,,19.94,17.2 [14.8-19.9],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,EMR,Eastern Mediterranean,Country,TUN,Year,2000,False,,,,,,,,,,,,,90,,,,,,90,,EN,2025-04-06T22:00:00.000Z
34,Niue,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,WPR,Western Pacific,Country,NIU,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,17.52,,,11.11,,25.48,17.5 [11.1-25.5],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,NIU,Year,2000,False,,,,,,,,,,,,,100,,,,,,100,,EN,2025-04-06T22:00:00.000Z
37,Iran (Islamic Republic of),WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,EMR,Eastern Mediterranean,Country,IRN,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,19.58,,,15.88,,23.22,19.6 [15.9-23.2],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,EMR,Eastern Mediterranean,Country,IRN,Year,2000,False,,,,,,,,,,,,,90,,,,,,90,,EN,2025-04-06T22:00:00.000Z
45,Micronesia (Federated States of),WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,WPR,Western Pacific,Country,FSM,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,20.29,,,12.91,,29.5,20.3 [12.9-29.5],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,FSM,Year,2000,False,,,,,,,,,,,,,83,,,,,,83,,EN,2025-04-06T22:00:00.000Z
49,China,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,WPR,Western Pacific,Country,CHN,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,21.38,,,19.76,,23.17,21.4 [19.8-23.2],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,CHN,Year,2000,False,,,,,,,,,,,,,97,,,,,,97,,EN,2025-04-06T22:00:00.000Z
51,Egypt,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,EMR,Eastern Mediterranean,Country,EGY,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,22.46,,,20.68,,24.38,22.5 [20.7-24.4],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,EMR,Eastern Mediterranean,Country,EGY,Year,2000,False,,,,,,,,,,,,,61,,,,,,61,,EN,2025-04-06T22:00:00.000Z
54,Mongolia,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,WPR,Western Pacific,Country,MNG,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,23.48,,,20.43,,26.95,23.5 [20.4-27.0],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,MNG,Year,2000,False,,,,,,,,,,,,,97,,,,,,97,,EN,2025-04-06T22:00:00.000Z
56,Iraq,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,EMR,Eastern Mediterranean,Country,IRQ,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,23.81,,,21.23,,26.73,23.8 [21.2-26.7],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,EMR,Eastern Mediterranean,Country,IRQ,Year,2000,False,,,,,,,,,,,,,65,,,,,,65,,EN,2025-04-06T22:00:00.000Z
57,Tuvalu,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,WPR,Western Pacific,Country,TUV,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,24.65,,,21.37,,28.22,24.6 [21.4-28.2],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,TUV,Year,2000,False,,,,,,,,,,,,,100,,,,,,100,,EN,2025-04-06T22:00:00.000Z
62,Kiribati,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,WPR,Western Pacific,Country,KIR,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,27.21,,,22.11,,33.2,27.2 [22.1-33.2],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,KIR,Year,2000,False,,,,,,,,,,,,,85,,,,,,85,,EN,2025-04-06T22:00:00.000Z
70,Republic of Korea,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,WPR,Western Pacific,Country,KOR,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,3.39,,,3.14,,3.65,3.4 [3.1-3.6],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,KOR,Year,2000,False,,,,,,,,,,,,,100,,,,,,100,,EN,2025-04-06T22:00:00.000Z
72,New Zealand,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,WPR,Western Pacific,Country,NZL,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,3.5,,,3.3,,3.7,3.5 [3.3-3.7],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,NZL,Year,2000,False,,,,,,,,,,,,,97,,,,,,97,,EN,2025-04-06T22:00:00.000Z
73,Australia,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,WPR,Western Pacific,Country,AUS,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,3.52,,,3.41,,3.63,3.5 [3.4-3.6],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,AUS,Year,2000,False,,,,,,,,,,,,,99,,,,,,99,,EN,2025-04-06T22:00:00.000Z
83,Cambodia,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,WPR,Western Pacific,Country,KHM,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,35.26,,,31.21,,39.51,35.3 [31.2-39.5],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,KHM,Year,2000,False,,,,,,,,,,,,,32,,,,,,32,,EN,2025-04-06T22:00:00.000Z
90,Lao People's Democratic Republic,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,WPR,Western Pacific,Country,LAO,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,38.38,,,34.06,,43.15,38.4 [34.1-43.2],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,LAO,Year,2000,False,,,,,,,,,,,,,17,,,,,,17,,EN,2025-04-06T22:00:00.000Z
97,Malaysia,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,WPR,Western Pacific,Country,MYS,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,4.95,,,4.33,,5.71,4.9 [4.3-5.7],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,MYS,Year,2000,False,,,,,,,,,,,,,97,,,,,,97,,EN,2025-04-06T22:00:00.000Z
107,Somalia,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,EMR,Eastern Mediterranean,Country,SOM,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,44.92,,,32.67,,61.46,44.9 [32.7-61.5],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,EMR,Eastern Mediterranean,Country,SOM,Year,2000,False,,,,,,,,,,,,,19,,,,,,19,,EN,2025-04-06T22:00:00.000Z
112,Bahrain,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,EMR,Eastern Mediterranean,Country,BHR,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,4.98,,,4.53,,5.44,5.0 [4.5-5.4],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,EMR,Eastern Mediterranean,Country,BHR,Year,2000,False,,,,,,,,,,,,,98,,,,,,98,,EN,2025-04-06T22:00:00.000Z
113,Brunei Darussalam,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,WPR,Western Pacific,Country,BRN,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,4.97,,,4.48,,5.5,5.0 [4.5-5.5],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,BRN,Year,2000,False,,,,,,,,,,,,,99,,,,,,99,,EN,2025-04-06T22:00:00.000Z
122,Qatar,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,EMR,Eastern Mediterranean,Country,QAT,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,6.61,,,5.99,,7.23,6.6 [6.0-7.2],,"The most recent official national estimates of neonatal, infant and under-five mortality rates in Qatar are from the vital registration system, with a rate of 3.6, 5.0 and 6.4 deaths per 1,000 live births for both sexes, respectively, in 2021.",EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,EMR,Eastern Mediterranean,Country,QAT,Year,2000,False,,,,,,,,,,,,,100,,,,,,100,,EN,2025-04-06T22:00:00.000Z
124,Tonga,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,WPR,Western Pacific,Country,TON,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,7.2,,,5.76,,8.8,7.2 [5.8-8.8],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,TON,Year,2000,False,,,,,,,,,,,,,95,,,,,,95,,EN,2025-04-06T22:00:00.000Z
125,Oman,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,EMR,Eastern Mediterranean,Country,OMN,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,7.37,,,5.41,,9.31,7.4 [5.4-9.3],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,EMR,Eastern Mediterranean,Country,OMN,Year,2000,False,,,,,,,,,,,,,95,,,,,,95,,EN,2025-04-06T22:00:00.000Z
134,Samoa,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,WPR,Western Pacific,Country,WSM,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,8.76,,,6.96,,10.71,8.8 [7.0-10.7],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,WSM,Year,2000,False,,,,,,,,,,,,,80,,,,,,80,,EN,2025-04-06T22:00:00.000Z
