,Location,IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified,IndicatorCoder,Indicatorr,ValueTyper,ParentLocationCoder,ParentLocationr,Location typer,SpatialDimValueCoder,Period typer,Periodr,IsLatestYearr,Dim1 typer,Dim1r,Dim1ValueCoder,Dim2 typer,Dim2r,Dim2ValueCoder,Dim3 typer,Dim3r,Dim3ValueCoder,DataSourceDimValueCoder,DataSourcer,FactValueNumericPrefixr,FactValueNumericr,FactValueUoMr,FactValueNumericLowPrefixr,FactValueNumericLowr,FactValueNumericHighPrefixr,FactValueNumericHighr,Valuer,FactValueTranslationIDr,Languager,DateModifiedr
18,Dominica,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AMR,Americas,Country,DMA,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,12.58,,,11.43,,13.79,12.6 [11.4-13.8],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,DMA,Year,2000,False,,,,,,,,,,,,,100,,,,,,100,,EN,2025-04-06T22:00:00.000Z
19,Saint Vincent and the Grenadines,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AMR,Americas,Country,VCT,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,13.29,,,12.05,,14.67,13.3 [12.1-14.7],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,VCT,Year,2000,False,,,,,,,,,,,,,100,,,,,,100,,EN,2025-04-06T22:00:00.000Z
20,Colombia,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AMR,Americas,Country,COL,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,13.51,,,12.25,,14.99,13.5 [12.2-15.0],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,COL,Year,2000,False,,,,,,,,,,,,,86,,,,,,86,,EN,2025-04-06T22:00:00.000Z
21,Ecuador,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AMR,Americas,Country,ECU,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,14.18,,,12.13,,16.56,14.2 [12.1-16.6],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,ECU,Year,2000,False,,,,,,,,,,,,,71,,,,,,71,,EN,2025-04-06T22:00:00.000Z
22,Mexico,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AMR,Americas,Country,MEX,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,14.23,,,12.64,,15.99,14.2 [12.6-16.0],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,MEX,Year,2000,False,,,,,,,,,,,,,89,,,,,,89,,EN,2025-04-06T22:00:00.000Z
23,Palau,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,WPR,Western Pacific,Country,PLW,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,14.24,,,9.45,,19.32,14.2 [9.4-19.3],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,PLW,Year,2000,False,,,,,,,,,,,,,100,,,,,,100,,EN,2025-04-06T22:00:00.000Z
24,Vanuatu,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,WPR,Western Pacific,Country,VUT,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,14.45,,,11.24,,18.84,14.4 [11.2-18.8],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,VUT,Year,2000,False,,,,,,,,,,,,,88,,,,,,88,,EN,2025-04-06T22:00:00.000Z
25,Viet Nam,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,WPR,Western Pacific,Country,VNM,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,14.98,,,12.4,,17.68,15.0 [12.4-17.7],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,VNM,Year,2000,False,,,,,,,,,,,,,59,,,,,,59,,EN,2025-04-06T22:00:00.000Z
26,Saint Kitts and Nevis,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AMR,Americas,Country,KNA,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,15.24,,,13.22,,17.47,15.2 [13.2-17.5],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,KNA,Year,2000,False,,,,,,,,,,,,,99,,,,,,99,,EN,2025-04-06T22:00:00.000Z
27,Peru,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AMR,Americas,Country,PER,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,15.84,,,14.51,,17.18,15.8 [14.5-17.2],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,PER,Year,2000,False,,,,,,,,,,,,,59,,,,,,59,,EN,2025-04-06T22:00:00.000Z
28,Jamaica,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AMR,Americas,Country,JAM,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,16.09,,,13.74,,18.96,16.1 [13.7-19.0],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,JAM,Year,2000,False,,,,,,,,,,,,,96,,,,,,96,,EN,2025-04-06T22:00:00.000Z
30,Philippines,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,WPR,Western Pacific,Country,PHL,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,16.74,,,15.2,,18.42,16.7 [15.2-18.4],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,PHL,Year,2000,False,,,,,,,,,,,,,58,,,,,,58,,EN,2025-04-06T22:00:00.000Z
31,Suriname,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AMR,Americas,Country,SUR,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,16.94,,,12.88,,21.25,16.9 [12.9-21.3],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,SUR,Year,2000,False,,,,,,,,,,,,,71,,,,,,71,,EN,2025-04-06T22:00:00.000Z
34,Niue,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,WPR,Western Pacific,Country,NIU,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,17.52,,,11.11,,25.48,17.5 [11.1-25.5],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,NIU,Year,2000,False,,,,,,,,,,,,,100,,,,,,100,,EN,2025-04-06T22:00:00.000Z
35,Paraguay,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AMR,Americas,Country,PRY,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,17.96,,,14.59,,22.33,18.0 [14.6-22.3],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,PRY,Year,2000,False,,,,,,,,,,,,,85,,,,,,85,,EN,2025-04-06T22:00:00.000Z
36,Brazil,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AMR,Americas,Country,BRA,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,18.13,,,15.78,,20.64,18.1 [15.8-20.6],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,BRA,Year,2000,False,,,,,,,,,,,,,99,,,,,,99,,EN,2025-04-06T22:00:00.000Z
38,Trinidad and Tobago,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AMR,Americas,Country,TTO,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,19.7,,,16.79,,23.33,19.7 [16.8-23.3],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,TTO,Year,2000,False,,,,,,,,,,,,,96,,,,,,96,,EN,2025-04-06T22:00:00.000Z
45,Micronesia (Federated States of),WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,WPR,Western Pacific,Country,FSM,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,20.29,,,12.91,,29.5,20.3 [12.9-29.5],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,FSM,Year,2000,False,,,,,,,,,,,,,83,,,,,,83,,EN,2025-04-06T22:00:00.000Z
48,Guatemala,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AMR,Americas,Country,GTM,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,21.33,,,19.11,,23.63,21.3 [19.1-23.6],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,GTM,Year,2000,False,,,,,,,,,,,,,41,,,,,,41,,EN,2025-04-06T22:00:00.000Z
49,China,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,WPR,Western Pacific,Country,CHN,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,21.38,,,19.76,,23.17,21.4 [19.8-23.2],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,CHN,Year,2000,False,,,,,,,,,,,,,97,,,,,,97,,EN,2025-04-06T22:00:00.000Z
53,Dominican Republic,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AMR,Americas,Country,DOM,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,23.03,,,20.92,,25.3,23.0 [20.9-25.3],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,DOM,Year,2000,False,,,,,,,,,,,,,98,,,,,,98,,EN,2025-04-06T22:00:00.000Z
54,Mongolia,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,WPR,Western Pacific,Country,MNG,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,23.48,,,20.43,,26.95,23.5 [20.4-27.0],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,MNG,Year,2000,False,,,,,,,,,,,,,97,,,,,,97,,EN,2025-04-06T22:00:00.000Z
57,Tuvalu,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,WPR,Western Pacific,Country,TUV,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,24.65,,,21.37,,28.22,24.6 [21.4-28.2],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,TUV,Year,2000,False,,,,,,,,,,,,,100,,,,,,100,,EN,2025-04-06T22:00:00.000Z
61,Guyana,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AMR,Americas,Country,GUY,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,26.98,,,23.7,,30.92,27.0 [23.7-30.9],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,GUY,Year,2000,False,,,,,,,,,,,,,83,,,,,,83,,EN,2025-04-06T22:00:00.000Z
62,Kiribati,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,WPR,Western Pacific,Country,KIR,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,27.21,,,22.11,,33.2,27.2 [22.1-33.2],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,KIR,Year,2000,False,,,,,,,,,,,,,85,,,,,,85,,EN,2025-04-06T22:00:00.000Z
66,Haiti,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AMR,Americas,Country,HTI,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,29.74,,,26.13,,33.64,29.7 [26.1-33.6],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,HTI,Year,2000,False,,,,,,,,,,,,,24,,,,,,24,,EN,2025-04-06T22:00:00.000Z
67,Bolivia (Plurinational State of),WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AMR,Americas,Country,BOL,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,29.66,,,26.16,,32.95,29.7 [26.2-32.9],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,BOL,Year,2000,False,,,,,,,,,,,,,67,,,,,,67,,EN,2025-04-06T22:00:00.000Z
70,Republic of Korea,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,WPR,Western Pacific,Country,KOR,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,3.39,,,3.14,,3.65,3.4 [3.1-3.6],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,KOR,Year,2000,False,,,,,,,,,,,,,100,,,,,,100,,EN,2025-04-06T22:00:00.000Z
72,New Zealand,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,WPR,Western Pacific,Country,NZL,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,3.5,,,3.3,,3.7,3.5 [3.3-3.7],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,NZL,Year,2000,False,,,,,,,,,,,,,97,,,,,,97,,EN,2025-04-06T22:00:00.000Z
73,Australia,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,WPR,Western Pacific,Country,AUS,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,3.52,,,3.41,,3.63,3.5 [3.4-3.6],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,AUS,Year,2000,False,,,,,,,,,,,,,99,,,,,,99,,EN,2025-04-06T22:00:00.000Z
76,Canada,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AMR,Americas,Country,CAN,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,3.76,,,3.65,,3.86,3.8 [3.6-3.9],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,CAN,Year,2000,False,,,,,,,,,,,,,99,,,,,,99,,EN,2025-04-06T22:00:00.000Z
83,Cambodia,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,WPR,Western Pacific,Country,KHM,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,35.26,,,31.21,,39.51,35.3 [31.2-39.5],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,KHM,Year,2000,False,,,,,,,,,,,,,32,,,,,,32,,EN,2025-04-06T22:00:00.000Z
90,Lao People's Democratic Republic,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,WPR,Western Pacific,Country,LAO,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,38.38,,,34.06,,43.15,38.4 [34.1-43.2],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,LAO,Year,2000,False,,,,,,,,,,,,,17,,,,,,17,,EN,2025-04-06T22:00:00.000Z
94,Cuba,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AMR,Americas,Country,CUB,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,4.13,,,3.66,,4.68,4.1 [3.7-4.7],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,CUB,Year,2000,False,,,,,,,,,,,,,100,,,,,,100,,EN,2025-04-06T22:00:00.000Z
96,United States of America,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AMR,Americas,Country,USA,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,4.64,,,4.52,,4.76,4.6 [4.5-4.8],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,USA,Year,2000,False,,,,,,,,,,,,,99,,,,,,99,,EN,2025-04-06T22:00:00.000Z
97,Malaysia,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,WPR,Western Pacific,Country,MYS,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,4.95,,,4.33,,5.71,4.9 [4.3-5.7],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,MYS,Year,2000,False,,,,,,,,,,,,,97,,,,,,97,,EN,2025-04-06T22:00:00.000Z
113,Brunei Darussalam,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,WPR,Western Pacific,Country,BRN,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,4.97,,,4.48,,5.5,5.0 [4.5-5.5],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,BRN,Year,2000,False,,,,,,,,,,,,,99,,,,,,99,,EN,2025-04-06T22:00:00.000Z
119,Chile,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AMR,Americas,Country,CHL,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,5.75,,,5.52,,5.98,5.8 [5.5-6.0],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,CHL,Year,2000,False,,,,,,,,,,,,,100,,,,,,100,,EN,2025-04-06T22:00:00.000Z
124,Tonga,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,WPR,Western Pacific,Country,TON,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,7.2,,,5.76,,8.8,7.2 [5.8-8.8],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,WPR,Western Pacific,Country,TON,Year,2000,False,,,,,,,,,,,,,95,,,,,,95,,EN,2025-04-06T22:00:00.000Z
126,Costa Rica,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AMR,Americas,Country,CRI,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,7.62,,,7.28,,7.98,7.6 [7.3-8.0],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AMR,Americas,Country,CRI,Year,1999-2000,False,,,,,,,,,,,,,97,,,,,,97,,EN,2025-04-06T22:00:00.000Z
