,Location,IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified,IndicatorCoder,Indicatorr,ValueTyper,ParentLocationCoder,ParentLocationr,Location typer,SpatialDimValueCoder,Period typer,Periodr,IsLatestYearr,Dim1 typer,Dim1r,Dim1ValueCoder,Dim2 typer,Dim2r,Dim2ValueCoder,Dim3 typer,Dim3r,Dim3ValueCoder,DataSourceDimValueCoder,DataSourcer,FactValueNumericPrefixr,FactValueNumericr,FactValueUoMr,FactValueNumericLowPrefixr,FactValueNumericLowr,FactValueNumericHighPrefixr,FactValueNumericHighr,Valuer,FactValueTranslationIDr,Languager,DateModifiedr
60,Kenya,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AFR,Africa,Country,KEN,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,26.65,,,24.19,,29.29,26.6 [24.2-29.3],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,KEN,Year,2000,False,,,,,,,,,,,,,43,,,,,,43,,EN,2025-04-06T22:00:00.000Z
78,Madagascar,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AFR,Africa,Country,MDG,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,31.18,,,28.29,,34.35,31.2 [28.3-34.3],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,MDG,Year,2000,False,,,,,,,,,,,,,47,,,,,,47,,EN,2025-04-06T22:00:00.000Z
80,Uganda,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AFR,Africa,Country,UGA,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,32.39,,,28.72,,36.18,32.4 [28.7-36.2],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,UGA,Year,2000-2001,False,,,,,,,,,,,,,39,,,,,,39,,EN,2025-04-06T22:00:00.000Z
82,Comoros,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AFR,Africa,Country,COM,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,34.67,,,26.69,,42.55,34.7 [26.7-42.5],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,COM,Year,2000,False,,,,,,,,,,,,,62,,,,,,62,,EN,2025-04-06T22:00:00.000Z
84,Cameroon,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AFR,Africa,Country,CMR,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,35.64,,,31.75,,39.71,35.6 [31.7-39.7],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,CMR,Year,2000,False,,,,,,,,,,,,,56,,,,,,56,,EN,2025-04-06T22:00:00.000Z
85,Burundi,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AFR,Africa,Country,BDI,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,36.56,,,31.5,,41.95,36.6 [31.5-41.9],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,BDI,Year,2000,False,,,,,,,,,,,,,25,,,,,,25,,EN,2025-04-06T22:00:00.000Z
86,Togo,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AFR,Africa,Country,TGO,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,36.68,,,32.75,,40.87,36.7 [32.8-40.9],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,TGO,Year,2000,False,,,,,,,,,,,,,35,,,,,,35,,EN,2025-04-06T22:00:00.000Z
87,Lesotho,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AFR,Africa,Country,LSO,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,37.23,,,33.64,,41.12,37.2 [33.6-41.1],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,LSO,Year,2000,False,,,,,,,,,,,,,48,,,,,,48,,EN,2025-04-06T22:00:00.000Z
89,Senegal,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AFR,Africa,Country,SEN,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,37.64,,,34.3,,41.27,37.6 [34.3-41.3],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,SEN,Year,2000,False,,,,,,,,,,,,,58,,,,,,58,,EN,2025-04-06T22:00:00.000Z
91,Malawi,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AFR,Africa,Country,MWI,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,38.67,,,34.74,,42.47,38.7 [34.7-42.5],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,MWI,Year,2000,False,,,,,,,,,,,,,56,,,,,,56,,EN,2025-04-06T22:00:00.000Z
92,Mauritania,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AFR,Africa,Country,MRT,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,38.96,,,34.63,,43.82,39.0 [34.6-43.8],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,MRT,Year,2000-2001,False,,,,,,,,,,,,,53,,,,,,53,,EN,2025-04-06T22:00:00.000Z
99,Gambia,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AFR,Africa,Country,GMB,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,40.39,,,34.99,,45.85,40.4 [35.0-45.9],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,GMB,Year,2000,False,,,,,,,,,,,,,52,,,,,,52,,EN,2025-04-06T22:00:00.000Z
100,Cote d'Ivoire,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AFR,Africa,Country,CIV,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,40.81,,,36.53,,45.35,40.8 [36.5-45.3],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,CIV,Year,2000,False,,,,,,,,,,,,,63,,,,,,63,,EN,2025-04-06T22:00:00.000Z
101,Central African Republic,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AFR,Africa,Country,CAF,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,42.96,,,36.71,,49.8,43.0 [36.7-49.8],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,CAF,Year,2000,False,,,,,,,,,,,,,32,,,,,,32,,EN,2025-04-06T22:00:00.000Z
102,Rwanda,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AFR,Africa,Country,RWA,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,43.15,,,39.04,,47.62,43.2 [39.0-47.6],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,RWA,Year,2000,False,,,,,,,,,,,,,31,,,,,,31,,EN,2025-04-06T22:00:00.000Z
104,Chad,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AFR,Africa,Country,TCD,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,44.0,,,38.89,,49.54,44.0 [38.9-49.5],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,TCD,Year,2000,False,,,,,,,,,,,,,14,,,,,,14,,EN,2025-04-06T22:00:00.000Z
105,Niger,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AFR,Africa,Country,NER,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,44.14,,,38.52,,49.97,44.1 [38.5-50.0],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,NER,Year,2000,False,,,,,,,,,,,,,16,,,,,,16,,EN,2025-04-06T22:00:00.000Z
107,Somalia,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,EMR,Eastern Mediterranean,Country,SOM,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,44.92,,,32.67,,61.46,44.9 [32.7-61.5],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,EMR,Eastern Mediterranean,Country,SOM,Year,2000,False,,,,,,,,,,,,,19,,,,,,19,,EN,2025-04-06T22:00:00.000Z
108,Equatorial Guinea,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AFR,Africa,Country,GNQ,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,46.21,,,37.49,,58.21,46.2 [37.5-58.2],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,GNQ,Year,2000,False,,,,,,,,,,,,,65,,,,,,65,,EN,2025-04-06T22:00:00.000Z
109,Ethiopia,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AFR,Africa,Country,ETH,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,47.75,,,43.07,,52.45,47.8 [43.1-52.4],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,ETH,Year,2000,False,,,,,,,,,,,,,6,,,,,,6,,EN,2025-04-06T22:00:00.000Z
110,Sierra Leone,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AFR,Africa,Country,SLE,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,48.1,,,42.75,,54.24,48.1 [42.8-54.2],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,SLE,Year,2000,False,,,,,,,,,,,,,37,,,,,,37,,EN,2025-04-06T22:00:00.000Z
111,Liberia,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AFR,Africa,Country,LBR,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,48.91,,,43.22,,55.0,48.9 [43.2-55.0],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,LBR,Year,1999-2000,False,,,,,,,,,,,,,51,,,,,,51,,EN,2025-04-06T22:00:00.000Z
112,Bahrain,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,EMR,Eastern Mediterranean,Country,BHR,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,4.98,,,4.53,,5.44,5.0 [4.5-5.4],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,EMR,Eastern Mediterranean,Country,BHR,Year,2000,False,,,,,,,,,,,,,98,,,,,,98,,EN,2025-04-06T22:00:00.000Z
121,Guinea-Bissau,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AFR,Africa,Country,GNB,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,55.16,,,47.0,,64.07,55.2 [47.0-64.1],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,GNB,Year,2000,False,,,,,,,,,,,,,32,,,,,,32,,EN,2025-04-06T22:00:00.000Z
122,Qatar,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,EMR,Eastern Mediterranean,Country,QAT,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,6.61,,,5.99,,7.23,6.6 [6.0-7.2],,"The most recent official national estimates of neonatal, infant and under-five mortality rates in Qatar are from the vital registration system, with a rate of 3.6, 5.0 and 6.4 deaths per 1,000 live births for both sexes, respectively, in 2021.",EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,EMR,Eastern Mediterranean,Country,QAT,Year,2000,False,,,,,,,,,,,,,100,,,,,,100,,EN,2025-04-06T22:00:00.000Z
125,Oman,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,EMR,Eastern Mediterranean,Country,OMN,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,7.37,,,5.41,,9.31,7.4 [5.4-9.3],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,EMR,Eastern Mediterranean,Country,OMN,Year,2000,False,,,,,,,,,,,,,95,,,,,,95,,EN,2025-04-06T22:00:00.000Z
133,Seychelles,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,AFR,Africa,Country,SYC,Year,2000,False,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,8.72,,,7.65,,9.85,8.7 [7.6-9.8],,,EN,2025-04-14T22:00:00.000Z,MDG_0000000025,Births attended by skilled health personnel (%),text,AFR,Africa,Country,SYC,Year,2000,False,,,,,,,,,,,,,99,,,,,,99,,EN,2025-04-06T22:00:00.000Z
