Location,IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified,IndicatorCoder,Indicatorr,ValueTyper,ParentLocationCoder,ParentLocationr,Location typer,SpatialDimValueCoder,Period typer,Periodr,IsLatestYearr,Dim1 typer,Dim1r,Dim1ValueCoder,Dim2 typer,Dim2r,Dim2ValueCoder,Dim3 typer,Dim3r,Dim3ValueCoder,DataSourceDimValueCoder,DataSourcer,FactValueNumericPrefixr,FactValueNumericr,FactValueUoMr,FactValueNumericLowPrefixr,FactValueNumericLowr,FactValueNumericHighPrefixr,FactValueNumericHighr,Valuer,FactValueTranslationIDr,FactCommentsr,Languager,DateModifiedr
Nigeria,PCV3,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),numeric,AFR,Africa,Country,NGA,Year,2019,False,,,,,,,,,,,,,64,,,,,,64,,,EN,2025-07-13T22:00:00.000Z,UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,text,AFR,Africa,Country,NGA,Year,2019,False,,,,,,,,,,,,,40.89,,,,,,41,,,EN,2023-04-30T22:00:00.000Z
Slovenia,PCV3,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),numeric,EUR,Europe,Country,SVN,Year,2019,False,,,,,,,,,,,,,65,,,,,,65,,,EN,2025-07-13T22:00:00.000Z,UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,text,EUR,Europe,Country,SVN,Year,2019,False,,,,,,,,,,,,,87.78,,,,,,88,,,EN,2023-04-30T22:00:00.000Z
Azerbaijan,PCV3,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),numeric,EUR,Europe,Country,AZE,Year,2019,False,,,,,,,,,,,,,66,,,,,,66,,,EN,2025-07-13T22:00:00.000Z,UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,text,EUR,Europe,Country,AZE,Year,2019,False,,,,,,,,,,,,,72.41,,,,,,72,,,EN,2023-04-30T22:00:00.000Z
Cameroon,PCV3,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),numeric,AFR,Africa,Country,CMR,Year,2019,False,,,,,,,,,,,,,67,,,,,,67,,,EN,2025-07-13T22:00:00.000Z,UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,text,AFR,Africa,Country,CMR,Year,2019,False,,,,,,,,,,,,,53.74,,,,,,54,,,EN,2023-04-30T22:00:00.000Z
Dominican Republic,PCV3,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),numeric,AMR,Americas,Country,DOM,Year,2019,False,,,,,,,,,,,,,67,,,,,,67,,,EN,2025-07-13T22:00:00.000Z,UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,text,AMR,Americas,Country,DOM,Year,2019,False,,,,,,,,,,,,,67.57,,,,,,68,,,EN,2023-04-30T22:00:00.000Z
Congo,PCV3,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),numeric,AFR,Africa,Country,COG,Year,2019,False,,,,,,,,,,,,,68,,,,,,68,,,EN,2025-07-13T22:00:00.000Z,UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,text,AFR,Africa,Country,COG,Year,2019,False,,,,,,,,,,,,,35.89,,,,,,36,,,EN,2023-04-30T22:00:00.000Z
Liberia,PCV3,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),numeric,AFR,Africa,Country,LBR,Year,2019,False,,,,,,,,,,,,,68,,,,,,68,,,EN,2025-07-13T22:00:00.000Z,UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,text,AFR,Africa,Country,LBR,Year,2019,False,,,,,,,,,,,,,40.35,,,,,,40,,,EN,2023-04-30T22:00:00.000Z
Madagascar,PCV3,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),numeric,AFR,Africa,Country,MDG,Year,2019,False,,,,,,,,,,,,,69,,,,,,69,,,EN,2025-07-13T22:00:00.000Z,UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,text,AFR,Africa,Country,MDG,Year,2019,False,,,,,,,,,,,,,26.59,,,,,,27,,,EN,2023-04-30T22:00:00.000Z
Benin,PCV3,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),numeric,AFR,Africa,Country,BEN,Year,2019,False,,,,,,,,,,,,,71,,,,,,71,,,EN,2025-07-13T22:00:00.000Z,UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,text,AFR,Africa,Country,BEN,Year,2019,False,,,,,,,,,,,,,38.26,,,,,,38,,,EN,2023-04-30T22:00:00.000Z
Democratic Republic of the Congo,PCV3,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),numeric,AFR,Africa,Country,COD,Year,2019,False,,,,,,,,,,,,,72,,,,,,72,,,EN,2025-07-13T22:00:00.000Z,UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,text,AFR,Africa,Country,COD,Year,2019,False,,,,,,,,,,,,,43.17,,,,,,43,,,EN,2023-04-30T22:00:00.000Z
Libya,PCV3,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),numeric,EMR,Eastern Mediterranean,Country,LBY,Year,2019,False,,,,,,,,,,,,,73,,,,,,73,,,EN,2025-07-13T22:00:00.000Z,UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,text,EMR,Eastern Mediterranean,Country,LBY,Year,2019,False,,,,,,,,,,,,,61.36,,,,,,61,,,EN,2023-04-30T22:00:00.000Z
Micronesia (Federated States of),PCV3,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),numeric,WPR,Western Pacific,Country,FSM,Year,2019,False,,,,,,,,,,,,,73,,,,,,73,,,EN,2025-07-13T22:00:00.000Z,UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,text,WPR,Western Pacific,Country,FSM,Year,2019,False,,,,,,,,,,,,,72.19,,,,,,72,,,EN,2023-04-30T22:00:00.000Z
Mali,PCV3,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),numeric,AFR,Africa,Country,MLI,Year,2019,False,,,,,,,,,,,,,74,,,,,,74,,,EN,2025-07-13T22:00:00.000Z,UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,text,AFR,Africa,Country,MLI,Year,2019,False,,,,,,,,,,,,,53.12,,,,,,53,,,EN,2023-04-30T22:00:00.000Z
Palau,PCV3,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),numeric,WPR,Western Pacific,Country,PLW,Year,2019,False,,,,,,,,,,,,,74,,,,,,74,,,EN,2025-07-13T22:00:00.000Z,UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,text,WPR,Western Pacific,Country,PLW,Year,2019,False,,,,,,,,,,,,,76.33,,,,,,76,,,EN,2023-04-30T22:00:00.000Z
Bolivia (Plurinational State of),PCV3,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),numeric,AMR,Americas,Country,BOL,Year,2019,False,,,,,,,,,,,,,75,,,,,,75,,,EN,2025-07-13T22:00:00.000Z,UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,text,AMR,Americas,Country,BOL,Year,2019,False,,,,,,,,,,,,,56.86,,,,,,57,,,EN,2023-04-30T22:00:00.000Z
Mauritania,PCV3,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),numeric,AFR,Africa,Country,MRT,Year,2019,False,,,,,,,,,,,,,76,,,,,,76,,,EN,2025-07-13T22:00:00.000Z,UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,text,AFR,Africa,Country,MRT,Year,2019,False,,,,,,,,,,,,,31.78,,,,,,32,,,EN,2023-04-30T22:00:00.000Z
San Marino,PCV3,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),numeric,EUR,Europe,Country,SMR,Year,2019,False,,,,,,,,,,,,,76,,,,,,76,,,EN,2025-07-13T22:00:00.000Z,UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,text,EUR,Europe,Country,SMR,Year,2019,False,,,,,,,,,,,,,87.88,,,,,,88,,,EN,2023-04-30T22:00:00.000Z
Brazil,PCV3,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),numeric,AMR,Americas,Country,BRA,Year,2019,False,,,,,,,,,,,,,78,,,,,,78,,,EN,2025-07-13T22:00:00.000Z,UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,text,AMR,Americas,Country,BRA,Year,2019,False,,,,,,,,,,,,,81.85,,,,,,82,,,EN,2023-04-30T22:00:00.000Z
Cote d'Ivoire,PCV3,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),numeric,AFR,Africa,Country,CIV,Year,2019,False,,,,,,,,,,,,,78,,,,,,78,,,EN,2025-07-13T22:00:00.000Z,UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,text,AFR,Africa,Country,CIV,Year,2019,False,,,,,,,,,,,,,52.05,,,,,,52,,,EN,2023-04-30T22:00:00.000Z
Guinea-Bissau,PCV3,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),numeric,AFR,Africa,Country,GNB,Year,2019,False,,,,,,,,,,,,,78,,,,,,78,,,EN,2025-07-13T22:00:00.000Z,UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,text,AFR,Africa,Country,GNB,Year,2019,False,,,,,,,,,,,,,32.74,,,,,,33,,,EN,2023-04-30T22:00:00.000Z
Argentina,PCV3,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),numeric,AMR,Americas,Country,ARG,Year,2019,False,,,,,,,,,,,,,80,,,,,,80,,,EN,2025-07-13T22:00:00.000Z,UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,text,AMR,Americas,Country,ARG,Year,2019,False,,,,,,,,,,,,,82.07,,,,,,82,,,EN,2023-04-30T22:00:00.000Z
Mozambique,PCV3,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),numeric,AFR,Africa,Country,MOZ,Year,2019,False,,,,,,,,,,,,,80,,,,,,80,,,EN,2025-07-13T22:00:00.000Z,UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,text,AFR,Africa,Country,MOZ,Year,2019,False,,,,,,,,,,,,,53.23,,,,,,53,,,EN,2023-04-30T22:00:00.000Z
Peru,PCV3,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),numeric,AMR,Americas,Country,PER,Year,2019,False,,,,,,,,,,,,,80,,,,,,80,,,EN,2025-07-13T22:00:00.000Z,UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,text,AMR,Americas,Country,PER,Year,2019,False,,,,,,,,,,,,,78.19,,,,,,78,,,EN,2023-04-30T22:00:00.000Z
Republic of Moldova,PCV3,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),numeric,EUR,Europe,Country,MDA,Year,2019,False,,,,,,,,,,,,,80,,,,,,80,,,EN,2025-07-13T22:00:00.000Z,UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,text,EUR,Europe,Country,MDA,Year,2019,False,,,,,,,,,,,,,71.48,,,,,,71,,,EN,2023-04-30T22:00:00.000Z
Cyprus,PCV3,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),numeric,EUR,Europe,Country,CYP,Year,2019,False,,,,,,,,,,,,,81,,,,,,81,,,EN,2025-07-13T22:00:00.000Z,UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,text,EUR,Europe,Country,CYP,Year,2019,False,,,,,,,,,,,,,86.94,,,,,,87,,,EN,2023-04-30T22:00:00.000Z
Niger,PCV3,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),numeric,AFR,Africa,Country,NER,Year,2019,False,,,,,,,,,,,,,81,,,,,,81,,,EN,2025-07-13T22:00:00.000Z,UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,text,AFR,Africa,Country,NER,Year,2019,False,,,,,,,,,,,,,43.79,,,,,,44,,,EN,2023-04-30T22:00:00.000Z
Germany,PCV3,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),numeric,EUR,Europe,Country,DEU,Year,2019,False,,,,,,,,,,,,,82,,,,,,82,,,EN,2025-07-13T22:00:00.000Z,UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,text,EUR,Europe,Country,DEU,Year,2019,False,,,,,,,,,,,,,91.93,,,,,,92,,,EN,2023-04-30T22:00:00.000Z
Lebanon,PCV3,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),numeric,EMR,Eastern Mediterranean,Country,LBN,Year,2019,False,,,,,,,,,,,,,82,,,,,,82,,,EN,2025-07-13T22:00:00.000Z,UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,text,EMR,Eastern Mediterranean,Country,LBN,Year,2019,False,,,,,,,,,,,,,80.71,,,,,,81,,,EN,2023-04-30T22:00:00.000Z
Lithuania,PCV3,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),numeric,EUR,Europe,Country,LTU,Year,2019,False,,,,,,,,,,,,,82,,,,,,82,,,EN,2025-07-13T22:00:00.000Z,UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,text,EUR,Europe,Country,LTU,Year,2019,False,,,,,,,,,,,,,67.08,,,,,,67,,,EN,2023-04-30T22:00:00.000Z
Ecuador,PCV3,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),numeric,AMR,Americas,Country,ECU,Year,2019,False,,,,,,,,,,,,,83,,,,,,83,,,EN,2025-07-13T22:00:00.000Z,UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,text,AMR,Americas,Country,ECU,Year,2019,False,,,,,,,,,,,,,79.48,,,,,,79,,,EN,2023-04-30T22:00:00.000Z
Nepal,PCV3,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),numeric,SEAR,South-East Asia,Country,NPL,Year,2019,False,,,,,,,,,,,,,83,,,,,,83,,,EN,2025-07-13T22:00:00.000Z,UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,text,SEAR,South-East Asia,Country,NPL,Year,2019,False,,,,,,,,,,,,,59.87,,,,,,60,,,EN,2023-04-30T22:00:00.000Z
Pakistan,PCV3,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),numeric,EMR,Eastern Mediterranean,Country,PAK,Year,2019,False,,,,,,,,,,,,,83,,,,,,83,,,EN,2025-07-13T22:00:00.000Z,UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,text,EMR,Eastern Mediterranean,Country,PAK,Year,2019,False,,,,,,,,,,,,,36.24,,,,,,36,,,EN,2023-04-30T22:00:00.000Z
Canada,PCV3,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),numeric,AMR,Americas,Country,CAN,Year,2019,False,,,,,,,,,,,,,84,,,,,,84,,,EN,2025-07-13T22:00:00.000Z,UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,text,AMR,Americas,Country,CAN,Year,2019,False,,,,,,,,,,,,,86.25,,,,,,86,,,EN,2023-04-30T22:00:00.000Z
Georgia,PCV3,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),numeric,EUR,Europe,Country,GEO,Year,2019,False,,,,,,,,,,,,,84,,,,,,84,,,EN,2025-07-13T22:00:00.000Z,UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,text,EUR,Europe,Country,GEO,Year,2019,False,,,,,,,,,,,,,78.25,,,,,,78,,,EN,2023-04-30T22:00:00.000Z
Latvia,PCV3,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),numeric,EUR,Europe,Country,LVA,Year,2019,False,,,,,,,,,,,,,84,,,,,,84,,,EN,2025-07-13T22:00:00.000Z,UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,text,EUR,Europe,Country,LVA,Year,2019,False,,,,,,,,,,,,,69.64,,,,,,70,,,EN,2023-04-30T22:00:00.000Z
Singapore,PCV3,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),numeric,WPR,Western Pacific,Country,SGP,Year,2019,False,,,,,,,,,,,,,84,,,,,,84,,,EN,2025-07-13T22:00:00.000Z,UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,text,WPR,Western Pacific,Country,SGP,Year,2019,False,,,,,,,,,,,,,87.12,,,,,,87,,,EN,2023-04-30T22:00:00.000Z
Switzerland,PCV3,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),numeric,EUR,Europe,Country,CHE,Year,2019,False,,,,,,,,,,,,,84,,,,,,84,,,EN,2025-07-13T22:00:00.000Z,UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,text,EUR,Europe,Country,CHE,Year,2019,False,,,,,,,,,,,,,91.45,,,,,,91,,,EN,2023-04-30T22:00:00.000Z
Djibouti,PCV3,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),numeric,EMR,Eastern Mediterranean,Country,DJI,Year,2019,False,,,,,,,,,,,,,85,,,,,,85,,,EN,2025-07-13T22:00:00.000Z,UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,text,EMR,Eastern Mediterranean,Country,DJI,Year,2019,False,,,,,,,,,,,,,39.77,,,,,,40,,,EN,2023-04-30T22:00:00.000Z
Russian Federation,PCV3,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),numeric,EUR,Europe,Country,RUS,Year,2019,False,,,,,,,,,,,,,85,,,,,,85,,,EN,2025-07-13T22:00:00.000Z,UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,text,EUR,Europe,Country,RUS,Year,2019,False,,,,,,,,,,,,,72.69,,,,,,73,,,EN,2023-04-30T22:00:00.000Z
South Africa,PCV3,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),numeric,AFR,Africa,Country,ZAF,Year,2019,False,,,,,,,,,,,,,85,,,,,,85,,,EN,2025-07-13T22:00:00.000Z,UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,text,AFR,Africa,Country,ZAF,Year,2019,False,,,,,,,,,,,,,68.79,,,,,,69,,,EN,2023-04-30T22:00:00.000Z
