Location,IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified,IndicatorCoder,Indicatorr,ValueTyper,ParentLocationCoder,ParentLocationr,Location typer,SpatialDimValueCoder,Period typer,Periodr,IsLatestYearr,Dim1 typer,Dim1r,Dim1ValueCoder,Dim2 typer,Dim2r,Dim2ValueCoder,Dim3 typer,Dim3r,Dim3ValueCoder,DataSourceDimValueCoder,DataSourcer,FactValueNumericPrefixr,FactValueNumericr,FactValueUoMr,FactValueNumericLowPrefixr,FactValueNumericLowr,FactValueNumericHighPrefixr,FactValueNumericHighr,Valuer,FactValueTranslationIDr,FactCommentsr,Languager,DateModifiedr
Kiribati,WHOSIS_000001,Life expectancy at birth (years),text,WPR,Western Pacific,Country,KIR,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,62.14,,,61.23,,63.06,62.1 [61.2-63.1],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,WPR,Western Pacific,Country,KIR,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,42.4,,,29.73,,60.04,42.4 [29.7-60.0],,,EN,2025-04-14T22:00:00.000Z
Angola,WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,AGO,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,62.49,,,61.58,,63.39,62.5 [61.6-63.4],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,AFR,Africa,Country,AGO,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,43.76,,,19.8,,82.31,43.8 [19.8-82.3],,,EN,2025-04-14T22:00:00.000Z
Burkina Faso,WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,BFA,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,62.61,,,61.73,,63.54,62.6 [61.7-63.5],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,AFR,Africa,Country,BFA,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,50.17,,,37.09,,68.24,50.2 [37.1-68.2],,,EN,2025-04-14T22:00:00.000Z
Congo,WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,COG,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,62.76,,,62.0,,63.71,62.8 [62.0-63.7],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,AFR,Africa,Country,COG,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,33.02,,,19.81,,54.84,33.0 [19.8-54.8],,,EN,2025-04-14T22:00:00.000Z
Nigeria,WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,NGA,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,63.07,,,62.0,,64.43,63.1 [62.0-64.4],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,AFR,Africa,Country,NGA,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,66.11,,,52.09,,85.48,66.1 [52.1-85.5],,,EN,2025-04-14T22:00:00.000Z
Malawi,WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,MWI,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,63.23,,,62.49,,64.19,63.2 [62.5-64.2],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,AFR,Africa,Country,MWI,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,33.6,,,22.7,,47.77,33.6 [22.7-47.8],,,EN,2025-04-14T22:00:00.000Z
Liberia,WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,LBR,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,63.44,,,62.19,,64.77,63.4 [62.2-64.8],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,AFR,Africa,Country,LBR,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,58.22,,,47.45,,71.27,58.2 [47.5-71.3],,,EN,2025-04-14T22:00:00.000Z
Cote d'Ivoire,WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,CIV,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,63.48,,,62.49,,64.49,63.5 [62.5-64.5],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,AFR,Africa,Country,CIV,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,52.32,,,45.78,,59.67,52.3 [45.8-59.7],,,EN,2025-04-14T22:00:00.000Z
Namibia,WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,NAM,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,63.49,,,62.55,,64.37,63.5 [62.6-64.4],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,AFR,Africa,Country,NAM,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,44.61,,,36.22,,55.39,44.6 [36.2-55.4],,,EN,2025-04-14T22:00:00.000Z
Togo,WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,TGO,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,63.65,,,62.77,,64.53,63.6 [62.8-64.5],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,AFR,Africa,Country,TGO,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,40.21,,,32.68,,49.52,40.2 [32.7-49.5],,,EN,2025-04-14T22:00:00.000Z
Haiti,WHOSIS_000001,Life expectancy at birth (years),text,AMR,Americas,Country,HTI,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,63.66,,,62.52,,65.01,63.7 [62.5-65.0],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,AMR,Americas,Country,HTI,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,45.05,,,34.22,,60.15,45.0 [34.2-60.2],,,EN,2025-04-14T22:00:00.000Z
Eritrea,WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,ERI,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,63.76,,,62.92,,64.78,63.8 [62.9-64.8],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,AFR,Africa,Country,ERI,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,28.75,,,17.67,,47.22,28.7 [17.7-47.2],,,EN,2025-04-14T22:00:00.000Z
Madagascar,WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,MDG,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,63.82,,,62.94,,64.86,63.8 [62.9-64.9],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,AFR,Africa,Country,MDG,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,44.48,,,38.82,,51.08,44.5 [38.8-51.1],,,EN,2025-04-14T22:00:00.000Z
Benin,WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,BEN,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,64.14,,,63.28,,65.22,64.1 [63.3-65.2],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,AFR,Africa,Country,BEN,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,51.75,,,44.48,,59.98,51.8 [44.5-60.0],,,EN,2025-04-14T22:00:00.000Z
Burundi,WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,BDI,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,64.32,,,63.45,,65.38,64.3 [63.5-65.4],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,AFR,Africa,Country,BDI,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,35.63,,,23.8,,53.36,35.6 [23.8-53.4],,,EN,2025-04-14T22:00:00.000Z
Botswana,WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,BWA,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,64.92,,,63.62,,66.25,64.9 [63.6-66.2],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,AFR,Africa,Country,BWA,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,42.34,,,18.98,,100.1,42.3 [19.0-100.1],,,EN,2025-04-14T22:00:00.000Z
Gambia,WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,GMB,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,64.91,,,64.18,,65.83,64.9 [64.2-65.8],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,AFR,Africa,Country,GMB,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,38.4,,,31.49,,46.4,38.4 [31.5-46.4],,,EN,2025-04-14T22:00:00.000Z
Gabon,WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,GAB,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,64.97,,,64.13,,65.98,65.0 [64.1-66.0],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,AFR,Africa,Country,GAB,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,29.71,,,23.67,,38.25,29.7 [23.7-38.2],,,EN,2025-04-14T22:00:00.000Z
Djibouti,WHOSIS_000001,Life expectancy at birth (years),text,EMR,Eastern Mediterranean,Country,DJI,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,65.44,,,64.22,,66.49,65.4 [64.2-66.5],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EMR,Eastern Mediterranean,Country,DJI,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,50.37,,,30.02,,82.79,50.4 [30.0-82.8],,,EN,2025-04-14T22:00:00.000Z
Solomon Islands,WHOSIS_000001,Life expectancy at birth (years),text,WPR,Western Pacific,Country,SLB,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,65.67,,,64.9,,66.54,65.7 [64.9-66.5],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,WPR,Western Pacific,Country,SLB,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,18.34,,,13.74,,24.51,18.3 [13.7-24.5],,,EN,2025-04-14T22:00:00.000Z
South Africa,WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,ZAF,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,65.84,,,65.5,,66.28,65.8 [65.5-66.3],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,AFR,Africa,Country,ZAF,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,25.59,,,23.8,,27.4,25.6 [23.8-27.4],,,EN,2025-04-14T22:00:00.000Z
Micronesia (Federated States of),WHOSIS_000001,Life expectancy at birth (years),text,WPR,Western Pacific,Country,FSM,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,65.94,,,65.05,,66.84,65.9 [65.1-66.8],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,WPR,Western Pacific,Country,FSM,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,23.6,,,11.6,,47.28,23.6 [11.6-47.3],,,EN,2025-04-14T22:00:00.000Z
Ghana,WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,GHA,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,65.97,,,65.1,,66.95,66.0 [65.1-67.0],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,AFR,Africa,Country,GHA,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,32.58,,,28.77,,36.97,32.6 [28.8-37.0],,,EN,2025-04-14T22:00:00.000Z
Uganda,WHOSIS_000001,Life expectancy at birth (years),text,AFR,Africa,Country,UGA,Year,2019,False,Sex,Both sexes,SEX_BTSX,,,,,,,,,,66.09,,,65.33,,67.13,66.1 [65.3-67.1],,,EN,2024-08-01T22:00:00.000Z,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,AFR,Africa,Country,UGA,Year,2019,False,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,31.71,,,24.07,,41.84,31.7 [24.1-41.8],,,EN,2025-04-14T22:00:00.000Z
