Location,IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified,IndicatorCoder,Indicatorr,ValueTyper,ParentLocationCoder,ParentLocationr,Location typer,SpatialDimValueCoder,Period typer,Periodr,IsLatestYearr,Dim1 typer,Dim1r,Dim1ValueCoder,Dim2 typer,Dim2r,Dim2ValueCoder,Dim3 typer,Dim3r,Dim3ValueCoder,DataSourceDimValueCoder,DataSourcer,FactValueNumericPrefixr,FactValueNumericr,FactValueUoMr,FactValueNumericLowPrefixr,FactValueNumericLowr,FactValueNumericHighPrefixr,FactValueNumericHighr,Valuer,FactValueTranslationIDr,FactCommentsr,Languager,DateModifiedr
Chile,MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),text,AMR,Americas,Country,CHL,Year,2019,False,,,,,,,,,,,,,17.0,,,15.0,,20.0,17 [15-20],,,EN,2024-10-27T23:00:00.000Z,TB_c_newinc,Tuberculosis - new and relapse cases,numeric,AMR,Americas,Country,CHL,Year,2019,False,,,,,,,,,,,,,2912,,,,,,2912,,,EN,2025-01-08T23:00:00.000Z
Haiti,MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),text,AMR,Americas,Country,HTI,Year,2019,False,,,,,,,,,,,,,170.0,,,130.0,,215.0,170 [130-215],,,EN,2024-10-27T23:00:00.000Z,TB_c_newinc,Tuberculosis - new and relapse cases,numeric,AMR,Americas,Country,HTI,Year,2019,False,,,,,,,,,,,,,13019,,,,,,13 019,,,EN,2025-01-08T23:00:00.000Z
Viet Nam,MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),text,WPR,Western Pacific,Country,VNM,Year,2019,False,,,,,,,,,,,,,176.0,,,112.0,,255.0,176 [112-255],,,EN,2024-10-27T23:00:00.000Z,TB_c_newinc,Tuberculosis - new and relapse cases,numeric,WPR,Western Pacific,Country,VNM,Year,2019,False,,,,,,,,,,,,,102503,,,,,,102 503,,,EN,2025-01-08T23:00:00.000Z
Guinea,MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),text,AFR,Africa,Country,GIN,Year,2019,False,,,,,,,,,,,,,176.0,,,114.0,,251.0,176 [114-251],,,EN,2024-10-27T23:00:00.000Z,TB_c_newinc,Tuberculosis - new and relapse cases,numeric,AFR,Africa,Country,GIN,Year,2019,False,,,,,,,,,,,,,16390,,,,,,16 390,,,EN,2025-01-08T23:00:00.000Z
Cameroon,MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),text,AFR,Africa,Country,CMR,Year,2019,False,,,,,,,,,,,,,179.0,,,116.0,,255.0,179 [116-255],,,EN,2024-10-27T23:00:00.000Z,TB_c_newinc,Tuberculosis - new and relapse cases,numeric,AFR,Africa,Country,CMR,Year,2019,False,,,,,,,,,,,,,24331,,,,,,24 331,,,EN,2025-01-08T23:00:00.000Z
Afghanistan,MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),text,EMR,Eastern Mediterranean,Country,AFG,Year,2019,False,,,,,,,,,,,,,189.0,,,122.0,,270.0,189 [122-270],,,EN,2024-10-27T23:00:00.000Z,TB_c_newinc,Tuberculosis - new and relapse cases,numeric,EMR,Eastern Mediterranean,Country,AFG,Year,2019,False,,,,,,,,,,,,,52438,,,,,,52 438,,,EN,2025-01-08T23:00:00.000Z
Syrian Arab Republic,MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),text,EMR,Eastern Mediterranean,Country,SYR,Year,2019,False,,,,,,,,,,,,,19.0,,,15.0,,24.0,19 [15-24],,,EN,2024-10-27T23:00:00.000Z,TB_c_newinc,Tuberculosis - new and relapse cases,numeric,EMR,Eastern Mediterranean,Country,SYR,Year,2019,False,,,,,,,,,,,,,2589,,,,,,2589,,,EN,2025-01-08T23:00:00.000Z
Portugal,MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),text,EUR,Europe,Country,PRT,Year,2019,False,,,,,,,,,,,,,19.0,,,16.0,,22.0,19 [16-22],,,EN,2024-10-27T23:00:00.000Z,TB_c_newinc,Tuberculosis - new and relapse cases,numeric,EUR,Europe,Country,PRT,Year,2019,False,,,,,,,,,,,,,1720,,,,,,1720,,,EN,2025-01-08T23:00:00.000Z
Zimbabwe,MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),text,AFR,Africa,Country,ZWE,Year,2019,False,,,,,,,,,,,,,199.0,,,147.0,,258.0,199 [147-258],,,EN,2024-10-27T23:00:00.000Z,TB_c_newinc,Tuberculosis - new and relapse cases,numeric,AFR,Africa,Country,ZWE,Year,2019,False,,,,,,,,,,,,,21008,,,,,,21 008,,,EN,2025-01-08T23:00:00.000Z
Israel,MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),text,EUR,Europe,Country,ISR,Year,2019,False,,,,,,,,,,,,,2.9,,,2.5,,3.3,2.9 [2.5-3.3],,,EN,2024-10-27T23:00:00.000Z,TB_c_newinc,Tuberculosis - new and relapse cases,numeric,EUR,Europe,Country,ISR,Year,2019,False,,,,,,,,,,,,,217,,,,,,217,,,EN,2025-01-08T23:00:00.000Z
United States of America,MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),text,AMR,Americas,Country,USA,Year,2019,False,,,,,,,,,,,,,2.9,,,2.5,,3.3,2.9 [2.5-3.3],,,EN,2024-10-27T23:00:00.000Z,TB_c_newinc,Tuberculosis - new and relapse cases,numeric,AMR,Americas,Country,USA,Year,2019,False,,,,,,,,,,,,,8493,,,,,,8493,,,EN,2025-01-08T23:00:00.000Z
Kuwait,MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),text,EMR,Eastern Mediterranean,Country,KWT,Year,2019,False,,,,,,,,,,,,,20.0,,,18.0,,24.0,20 [18-24],,,EN,2024-10-27T23:00:00.000Z,TB_c_newinc,Tuberculosis - new and relapse cases,numeric,EMR,Eastern Mediterranean,Country,KWT,Year,2019,False,,,,,,,,,,,,,791,,,,,,791,,,EN,2025-01-08T23:00:00.000Z
Uganda,MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),text,AFR,Africa,Country,UGA,Year,2019,False,,,,,,,,,,,,,200.0,,,117.0,,303.0,200 [117-303],,,EN,2024-10-27T23:00:00.000Z,TB_c_newinc,Tuberculosis - new and relapse cases,numeric,AFR,Africa,Country,UGA,Year,2019,False,,,,,,,,,,,,,65897,,,,,,65 897,,,EN,2025-01-08T23:00:00.000Z
India,MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),text,SEAR,South-East Asia,Country,IND,Year,2019,False,,,,,,,,,,,,,202.0,,,179.0,,226.0,202 [179-226],,,EN,2024-10-27T23:00:00.000Z,TB_c_newinc,Tuberculosis - new and relapse cases,numeric,SEAR,South-East Asia,Country,IND,Year,2019,False,,,,,,,,,,,,,2162323,,,,,,2 162 323,,,EN,2025-01-08T23:00:00.000Z
